,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
15,RF,16,16,0.7577,0.8127,0.8644,0.7669,0.7348,0.8274,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
16,RF,17,17,0.5879,0.6058,0.5727,0.6429,0.5871,0.6081,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 278, 'clf__max_depth': 4, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
17,RF,18,18,0.8,0.6761,0.5106,1.0,0.7657,0.9373,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 323, 'clf__max_depth': 4, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
18,RF,19,19,0.6149,0.5621,0.3909,1.0,0.6093,0.9187,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 6, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
19,RF,20,20,0.5325,0.4148,0.4746,0.3684,0.5128,0.6668,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 6, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
20,RF,21,21,0.694,0.7083,0.5484,1.0,0.6932,0.8827,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 248, 'clf__max_depth': 12, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
21,RF,22,22,0.6856,0.5348,0.3687,0.9733,0.6487,0.8854,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 270, 'clf__max_depth': 5, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
22,RF,23,23,0.8967,0.9271,0.9298,0.9244,0.8749,0.9518,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 6, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
23,RF,24,24,0.7153,0.6667,0.5385,0.875,0.7091,0.7568,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 444, 'clf__max_depth': 6, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.7871,0.6929,0.97,0.5389,0.765,0.9565,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 479, 'clf__max_depth': 7, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
25,RF,26,26,0.8537,0.7143,0.5556,1.0,0.808,0.9004,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 491, 'clf__max_depth': 6, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
26,RF,27,27,0.8243,0.7023,0.5498,0.9718,0.7888,0.9139,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 366, 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
27,RF,28,28,0.8333,0.8426,0.934,0.7674,0.8328,0.9413,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 174, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
28,RF,29,29,0.691,0.6961,0.7975,0.6176,0.6909,0.7335,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 196, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
29,RF,30,30,0.5246,0.5857,0.9535,0.4227,0.514,0.7079,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 415, 'clf__max_depth': 7, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
30,RF,31,31,0.6863,0.5506,0.4495,0.7101,0.6548,0.765,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 178, 'clf__max_depth': 4, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
31,RF,32,32,0.6276,0.5424,0.4,0.8421,0.6142,0.7538,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 4, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
32,RF,33,33,0.3922,0.0276,0.04,0.0211,0.2928,0.3472,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 169, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.7778,0.25,0.2917,0.2188,0.5598,0.8201,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 493, 'clf__max_depth': 7, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
34,RF,35,35,0.2939,0.1905,0.8125,0.1079,0.2822,0.3598,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 7, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
35,RF,36,36,0.7326,0.7715,0.628,1.0,0.7247,0.8986,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 496, 'clf__max_depth': 6, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6576,0.7264,0.5703,1.0,0.6345,0.793,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 195, 'clf__max_depth': 5, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
37,RF,38,38,0.8544,0.8913,0.8483,0.9389,0.8354,0.945,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 288, 'clf__max_depth': 4, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7912,0.8504,0.8308,0.871,0.7525,0.8808,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 141, 'clf__max_depth': 6, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
39,RF,40,40,0.8577,0.5072,0.4192,0.6422,0.7121,0.9039,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 147, 'clf__max_depth': 4, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
40,RF,41,41,0.7065,0.7649,0.6957,0.8496,0.6871,0.7533,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 4, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
41,XGB,1,1,0.616,0.4972,0.8036,0.36,0.5933,0.7353,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 293, 'clf__max_depth': 3, 'clf__learning_rate': 0.01115498261024704, 'clf__subsample': 0.9179862942378105, 'clf__colsample_bytree': 0.7227408155910899, 'clf__min_child_weight': 9, 'clf__gamma': 4.990537214956004, 'clf__reg_alpha': 1.8859922309494854, 'clf__reg_lambda': 0.6260321593443049}"
42,XGB,2,2,0.7377,0.7037,0.5534,0.9661,0.7342,0.8822,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 76, 'clf__max_depth': 3, 'clf__learning_rate': 0.025844402717538847, 'clf__subsample': 0.9082210874013193, 'clf__colsample_bytree': 0.9698120010803695, 'clf__min_child_weight': 1, 'clf__gamma': 0.6906160045382626, 'clf__reg_alpha': 0.8304113227615308, 'clf__reg_lambda': 0.9917734585473229}"
43,XGB,3,3,0.776,0.6567,0.5546,0.8049,0.7452,0.8554,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 106, 'clf__max_depth': 4, 'clf__learning_rate': 0.016990268798904102, 'clf__subsample': 0.9576657380051598, 'clf__colsample_bytree': 0.8932395618306513, 'clf__min_child_weight': 7, 'clf__gamma': 1.974306083437922, 'clf__reg_alpha': 1.4736462681173612, 'clf__reg_lambda': 0.4925638623240014}"
44,XGB,4,4,0.7726,0.7692,0.7241,0.8203,0.7725,0.8478,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 145, 'clf__max_depth': 5, 'clf__learning_rate': 0.011620327394710568, 'clf__subsample': 0.6235552463098291, 'clf__colsample_bytree': 0.7195331111227534, 'clf__min_child_weight': 4, 'clf__gamma': 0.3090401937631953, 'clf__reg_alpha': 0.31387311984432226, 'clf__reg_lambda': 0.6957890069329589}"
45,XGB,5,5,0.578,0.5409,0.7288,0.43,0.5753,0.7892,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 305, 'clf__max_depth': 3, 'clf__learning_rate': 0.010180762309842908, 'clf__subsample': 0.6355806242776191, 'clf__colsample_bytree': 0.7542012429510556, 'clf__min_child_weight': 5, 'clf__gamma': 4.424302256115889, 'clf__reg_alpha': 1.8818055041247232, 'clf__reg_lambda': 1.4649515290935193}"
46,XGB,6,6,0.7507,0.5408,0.6386,0.469,0.6849,0.8697,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 144, 'clf__max_depth': 4, 'clf__learning_rate': 0.011773896528121141, 'clf__subsample': 0.9082210874013193, 'clf__colsample_bytree': 0.6941034272752513, 'clf__min_child_weight': 7, 'clf__gamma': 2.4366060810368833, 'clf__reg_alpha': 0.7265103647275495, 'clf__reg_lambda': 0.7118693319727338}"
47,XGB,7,7,0.8458,0.8309,0.8269,0.835,0.8446,0.8894,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 129, 'clf__max_depth': 3, 'clf__learning_rate': 0.019597325437403088, 'clf__subsample': 0.9228577674245232, 'clf__colsample_bytree': 0.9183012820219798, 'clf__min_child_weight': 10, 'clf__gamma': 1.1694857399463507, 'clf__reg_alpha': 1.9525027456250652, 'clf__reg_lambda': 1.3691263780596021}"
48,XGB,8,8,0.6075,0.5882,0.6383,0.5455,0.6066,0.6965,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 99, 'clf__max_depth': 3, 'clf__learning_rate': 0.027282402689116303, 'clf__subsample': 0.7290408235563776, 'clf__colsample_bytree': 0.6841131628485427, 'clf__min_child_weight': 10, 'clf__gamma': 3.817140200894156, 'clf__reg_alpha': 0.11284677066551851, 'clf__reg_lambda': 1.348065623074021}"
49,XGB,9,9,0.8205,0.8451,0.8565,0.8341,0.8159,0.9116,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 176, 'clf__max_depth': 4, 'clf__learning_rate': 0.01952409932564101, 'clf__subsample': 0.7423900127309061, 'clf__colsample_bytree': 0.635445963704297, 'clf__min_child_weight': 2, 'clf__gamma': 0.00991462446817214, 'clf__reg_alpha': 0.8442433368083314, 'clf__reg_lambda': 0.47736284782783933}"
50,XGB,10,10,0.6873,0.6689,0.7727,0.5896,0.6863,0.8159,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 93, 'clf__max_depth': 3, 'clf__learning_rate': 0.027843087522222622, 'clf__subsample': 0.8012364486139857, 'clf__colsample_bytree': 0.7202425342082951, 'clf__min_child_weight': 6, 'clf__gamma': 3.5071434028482273, 'clf__reg_alpha': 0.34490424505666806, 'clf__reg_lambda': 0.5786533066981353}"
51,XGB,11,11,0.5294,0.223,0.25,0.2013,0.4428,0.4766,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 160, 'clf__max_depth': 3, 'clf__learning_rate': 0.01893124600345292, 'clf__subsample': 0.6372313763913123, 'clf__colsample_bytree': 0.6472565585809277, 'clf__min_child_weight': 2, 'clf__gamma': 0.03168660230020795, 'clf__reg_alpha': 1.0730480202978046, 'clf__reg_lambda': 1.6695327657957575}"
52,XGB,12,12,0.4152,0.3265,0.3043,0.3522,0.4049,0.3475,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 161, 'clf__max_depth': 3, 'clf__learning_rate': 0.016442669402858812, 'clf__subsample': 0.91206952631544, 'clf__colsample_bytree': 0.6536159243165786, 'clf__min_child_weight': 10, 'clf__gamma': 0.5291150675144096, 'clf__reg_alpha': 0.8244825349733708, 'clf__reg_lambda': 1.4543393598825585}"
53,XGB,13,13,0.6908,0.5549,0.6667,0.4752,0.659,0.7268,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 280, 'clf__max_depth': 3, 'clf__learning_rate': 0.013020987416155138, 'clf__subsample': 0.6295378549424082, 'clf__colsample_bytree': 0.699230000281717, 'clf__min_child_weight': 2, 'clf__gamma': 1.3325560577055042, 'clf__reg_alpha': 1.2682926092634685, 'clf__reg_lambda': 1.4168218634111065}"
54,XGB,14,14,0.5273,0.3524,0.7407,0.2312,0.4901,0.6672,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 4, 'clf__learning_rate': 0.017142526810781662, 'clf__subsample': 0.7917645118580339, 'clf__colsample_bytree': 0.629660284965814, 'clf__min_child_weight': 9, 'clf__gamma': 2.50610219439363, 'clf__reg_alpha': 0.19665723685394942, 'clf__reg_lambda': 0.17562376393756662}"
55,XGB,15,15,0.6867,0.7685,1.0,0.624,0.642,0.9056,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 3, 'clf__learning_rate': 0.012861070865518786, 'clf__subsample': 0.6269201666893629, 'clf__colsample_bytree': 0.8962309186486282, 'clf__min_child_weight': 1, 'clf__gamma': 0.2650687391127662, 'clf__reg_alpha': 1.0831127417159054, 'clf__reg_lambda': 0.9446373117814009}"
56,XGB,16,16,0.701,0.7521,0.8713,0.6617,0.6878,0.8299,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 8, 'clf__learning_rate': 0.027668108969860626, 'clf__subsample': 0.7060450152544935, 'clf__colsample_bytree': 0.8311578218054968, 'clf__min_child_weight': 9, 'clf__gamma': 2.5104222255737243, 'clf__reg_alpha': 1.517221079642621, 'clf__reg_lambda': 0.10602038721029382}"
57,XGB,17,17,0.5678,0.57,0.5588,0.5816,0.5678,0.5839,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 143, 'clf__max_depth': 8, 'clf__learning_rate': 0.012556358785831246, 'clf__subsample': 0.9262465221946866, 'clf__colsample_bytree': 0.6263076222971704, 'clf__min_child_weight': 7, 'clf__gamma': 0.7842772379754395, 'clf__reg_alpha': 1.8615885140788553, 'clf__reg_lambda': 1.0765896177557512}"
58,XGB,18,18,0.8304,0.6953,0.5563,0.9271,0.7889,0.9038,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 338, 'clf__max_depth': 3, 'clf__learning_rate': 0.010090137422439801, 'clf__subsample': 0.8940480250096772, 'clf__colsample_bytree': 0.9875732455835822, 'clf__min_child_weight': 2, 'clf__gamma': 0.7972164986472735, 'clf__reg_alpha': 0.5261396463020969, 'clf__reg_lambda': 0.37262614224574775}"
59,XGB,19,19,0.7701,0.6667,0.5195,0.9302,0.7456,0.9105,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 67, 'clf__max_depth': 3, 'clf__learning_rate': 0.055711777545922825, 'clf__subsample': 0.9689573565856247, 'clf__colsample_bytree': 0.7630877315081175, 'clf__min_child_weight': 9, 'clf__gamma': 4.19312280041148, 'clf__reg_alpha': 0.2591744759996899, 'clf__reg_lambda': 1.6789519943764992}"
60,XGB,20,20,0.5621,0.3273,0.5294,0.2368,0.5014,0.6679,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 87, 'clf__max_depth': 3, 'clf__learning_rate': 0.02678940911541092, 'clf__subsample': 0.7810343327584294, 'clf__colsample_bytree': 0.9175598645809594, 'clf__min_child_weight': 6, 'clf__gamma': 2.5226243571560456, 'clf__reg_alpha': 0.921934726754289, 'clf__reg_lambda': 1.9879031091229316}"
61,XGB,21,21,0.7268,0.7312,0.5763,1.0,0.7267,0.8918,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 119, 'clf__max_depth': 3, 'clf__learning_rate': 0.02083439878711284, 'clf__subsample': 0.6475678242484665, 'clf__colsample_bytree': 0.8729344379236418, 'clf__min_child_weight': 10, 'clf__gamma': 0.5532604589209714, 'clf__reg_alpha': 0.5929090863513631, 'clf__reg_lambda': 1.3796322936020342}"
62,XGB,22,22,0.6906,0.5318,0.3698,0.9467,0.6504,0.8813,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 116, 'clf__max_depth': 3, 'clf__learning_rate': 0.01913558464663146, 'clf__subsample': 0.8660648358002424, 'clf__colsample_bytree': 0.6534672423512758, 'clf__min_child_weight': 6, 'clf__gamma': 3.0930798051565382, 'clf__reg_alpha': 0.7935767364546302, 'clf__reg_lambda': 1.6569487918228532}"
63,XGB,23,23,0.9008,0.9322,0.9066,0.9593,0.8738,0.9561,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.06032239513676151, 'clf__subsample': 0.8966527972406894, 'clf__colsample_bytree': 0.8319908514496535, 'clf__min_child_weight': 10, 'clf__gamma': 0.007561316102331239, 'clf__reg_alpha': 1.691122014568467, 'clf__reg_lambda': 1.8900424436471075}"
64,XGB,24,24,0.6847,0.5753,0.5122,0.6562,0.6623,0.7696,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 179, 'clf__max_depth': 4, 'clf__learning_rate': 0.01256172001121938, 'clf__subsample': 0.9733267733161745, 'clf__colsample_bytree': 0.7838524566998009, 'clf__min_child_weight': 3, 'clf__gamma': 0.384480621614371, 'clf__reg_alpha': 1.4695184544340358, 'clf__reg_lambda': 1.982428943743487}"
65,XGB,25,25,0.703,0.5,1.0,0.3333,0.6444,0.9571,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 338, 'clf__max_depth': 3, 'clf__learning_rate': 0.010030600751288232, 'clf__subsample': 0.6472458401606359, 'clf__colsample_bytree': 0.7111485732157407, 'clf__min_child_weight': 10, 'clf__gamma': 0.7141694534151053, 'clf__reg_alpha': 0.1417735399068034, 'clf__reg_lambda': 1.3824756836719954}"
66,XGB,26,26,0.8354,0.6667,0.5294,0.9,0.7787,0.9313,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 154, 'clf__max_depth': 5, 'clf__learning_rate': 0.01547903687044025, 'clf__subsample': 0.6018338280816098, 'clf__colsample_bytree': 0.7721808331614443, 'clf__min_child_weight': 4, 'clf__gamma': 0.028771183217943322, 'clf__reg_alpha': 0.04271242472957562, 'clf__reg_lambda': 0.6645938941621101}"
67,XGB,27,27,0.8138,0.6961,0.5338,1.0,0.7809,0.9224,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 3, 'clf__learning_rate': 0.01011207486825905, 'clf__subsample': 0.8336869051368501, 'clf__colsample_bytree': 0.6762604066477671, 'clf__min_child_weight': 1, 'clf__gamma': 3.3293746328521854, 'clf__reg_alpha': 1.945890701397973, 'clf__reg_lambda': 1.5850764813591063}"
68,XGB,28,28,0.6577,0.6449,0.8118,0.5349,0.6572,0.8064,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 133, 'clf__max_depth': 5, 'clf__learning_rate': 0.013378047766384689, 'clf__subsample': 0.6512009420051676, 'clf__colsample_bytree': 0.7024843496181826, 'clf__min_child_weight': 6, 'clf__gamma': 2.4825171253963156, 'clf__reg_alpha': 0.3481582135667469, 'clf__reg_lambda': 0.773689147964918}"
