,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
18,RF,19,19,0.8,0.6957,0.5333,1.0,0.7734,0.9028,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 275, 'clf__max_depth': 5, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
19,RF,20,20,0.5,0.1053,0.25,0.0667,0.3792,0.6561,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 235, 'clf__max_depth': 17, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
20,RF,21,21,0.6757,0.6842,0.52,1.0,0.6754,0.8942,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 482, 'clf__max_depth': 8, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
21,RF,22,22,0.7037,0.5556,0.3846,1.0,0.6667,0.8606,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 389, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
22,RF,23,23,0.898,0.9315,0.8718,1.0,0.8658,0.949,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 360, 'clf__max_depth': 7, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
23,RF,24,24,0.6441,0.5532,0.4643,0.6842,0.6287,0.7618,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 432, 'clf__max_depth': 8, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.7654,0.6415,1.0,0.4722,0.7336,0.9512,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 253, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
25,RF,26,26,0.8182,0.4545,0.5,0.4167,0.6727,0.8981,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 340, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
26,RF,27,27,0.7537,0.6292,0.459,1.0,0.7224,0.9259,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 64, 'clf__max_depth': 4, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.8444,0.8511,0.9524,0.7692,0.8441,0.9534,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
28,RF,29,29,0.6667,0.6667,0.8,0.5714,0.6667,0.6952,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 265, 'clf__max_depth': 5, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
29,RF,30,30,0.4898,0.5283,1.0,0.359,0.4864,0.7513,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 189, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
30,RF,31,31,0.6863,0.5556,0.4545,0.7143,0.6566,0.7568,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 116, 'clf__max_depth': 4, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
31,RF,32,32,0.6207,0.5926,0.4211,1.0,0.6189,0.7202,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 232, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
32,RF,33,33,0.3617,0.0625,0.0769,0.0526,0.2893,0.3684,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 200, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
33,RF,34,34,0.6579,0.0,0.0,0.0,0.3968,0.7396,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 223, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
34,RF,35,35,0.3016,0.2143,0.75,0.125,0.2929,0.4014,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
35,RF,36,36,0.7241,0.7647,0.619,1.0,0.7157,0.9099,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 239, 'clf__max_depth': 4, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6667,0.7317,0.5769,1.0,0.6459,0.8389,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 444, 'clf__max_depth': 6, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
37,RF,38,38,0.9048,0.9259,0.8929,0.9615,0.8963,0.9784,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 224, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7838,0.8519,0.7931,0.92,0.7259,0.83,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 280, 'clf__max_depth': 10, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
39,RF,40,40,0.875,0.4,0.4444,0.3636,0.6651,0.8858,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 348, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.7073,0.7692,0.6897,0.8696,0.6846,0.7464,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 352, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
41,XGB,1,1,0.6458,0.5641,0.7857,0.44,0.6329,0.753,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 273, 'clf__max_depth': 3, 'clf__learning_rate': 0.02322603960091936, 'clf__subsample': 0.7387896328548333, 'clf__colsample_bytree': 0.8176668757829195, 'clf__min_child_weight': 2, 'clf__gamma': 4.65635700309942, 'clf__reg_alpha': 1.6071015597052793, 'clf__reg_lambda': 1.2375668966187927}"
42,XGB,2,2,0.8108,0.7742,0.6316,1.0,0.8057,0.8367,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 10, 'clf__learning_rate': 0.011029539618590161, 'clf__subsample': 0.9947127635757649, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 5, 'clf__gamma': 4.994720633222883, 'clf__reg_alpha': 1.3660681759802678, 'clf__reg_lambda': 1.9449454545330427}"
43,XGB,3,3,0.7742,0.5333,0.5714,0.5,0.6922,0.8356,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 123, 'clf__max_depth': 6, 'clf__learning_rate': 0.0122307926622537, 'clf__subsample': 0.6371708830871397, 'clf__colsample_bytree': 0.9304617187495055, 'clf__min_child_weight': 3, 'clf__gamma': 4.49691220641385, 'clf__reg_alpha': 1.6904886955903518, 'clf__reg_lambda': 1.2583499918339336}"
44,XGB,4,4,0.7679,0.7797,0.6765,0.92,0.7672,0.8542,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 340, 'clf__max_depth': 6, 'clf__learning_rate': 0.04854332100916635, 'clf__subsample': 0.9577966568775824, 'clf__colsample_bytree': 0.6809608397748588, 'clf__min_child_weight': 1, 'clf__gamma': 4.806007823092496, 'clf__reg_alpha': 1.8130460876664003, 'clf__reg_lambda': 0.9356313552491633}"
45,XGB,5,5,0.6286,0.5517,0.8889,0.4,0.6173,0.8133,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 265, 'clf__max_depth': 3, 'clf__learning_rate': 0.012532527780061016, 'clf__subsample': 0.8051841926843529, 'clf__colsample_bytree': 0.8196383184451304, 'clf__min_child_weight': 1, 'clf__gamma': 3.7503807703117076, 'clf__reg_alpha': 0.7727137010706535, 'clf__reg_lambda': 1.8359221519360756}"
46,XGB,6,6,0.7808,0.6,0.7059,0.5217,0.7245,0.8896,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 150, 'clf__max_depth': 3, 'clf__learning_rate': 0.015128668558533962, 'clf__subsample': 0.662458580801042, 'clf__colsample_bytree': 0.6583160559936805, 'clf__min_child_weight': 1, 'clf__gamma': 4.741356440312435, 'clf__reg_alpha': 1.5526692004081428, 'clf__reg_lambda': 0.7610835412977461}"
47,XGB,7,7,0.8696,0.8571,0.8571,0.8571,0.8686,0.9124,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 188, 'clf__max_depth': 11, 'clf__learning_rate': 0.02566352274944779, 'clf__subsample': 0.8653670933226422, 'clf__colsample_bytree': 0.8879287103745993, 'clf__min_child_weight': 3, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.9143516532785894, 'clf__reg_lambda': 0.11224783347810953}"
48,XGB,8,8,0.6279,0.619,0.65,0.5909,0.6277,0.6861,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 389, 'clf__max_depth': 6, 'clf__learning_rate': 0.012794408021517382, 'clf__subsample': 0.7852316187147016, 'clf__colsample_bytree': 0.6245217349080657, 'clf__min_child_weight': 6, 'clf__gamma': 4.731998131083127, 'clf__reg_alpha': 1.9094227622687783, 'clf__reg_lambda': 1.7624937928019617}"
49,XGB,9,9,0.7436,0.7727,0.8095,0.7391,0.7393,0.8519,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 234, 'clf__max_depth': 6, 'clf__learning_rate': 0.022388282352002326, 'clf__subsample': 0.9884292281217114, 'clf__colsample_bytree': 0.7682591930190723, 'clf__min_child_weight': 7, 'clf__gamma': 4.973833239454635, 'clf__reg_alpha': 0.14781429237224497, 'clf__reg_lambda': 0.09557602822207245}"
50,XGB,10,10,0.5692,0.4615,0.7059,0.3429,0.5513,0.7838,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 246, 'clf__max_depth': 9, 'clf__learning_rate': 0.07815858501481981, 'clf__subsample': 0.8805464159056211, 'clf__colsample_bytree': 0.6876850283667798, 'clf__min_child_weight': 5, 'clf__gamma': 4.772746941284731, 'clf__reg_alpha': 1.6550451201646645, 'clf__reg_lambda': 0.9608397555119117}"
51,XGB,11,11,0.6087,0.3333,0.375,0.3,0.5282,0.5129,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 192, 'clf__max_depth': 3, 'clf__learning_rate': 0.015329836173397244, 'clf__subsample': 0.8673151647283112, 'clf__colsample_bytree': 0.6669635258366793, 'clf__min_child_weight': 7, 'clf__gamma': 1.7381341651616982, 'clf__reg_alpha': 1.9157962743015613, 'clf__reg_lambda': 1.583209512234342}"
52,XGB,12,12,0.4304,0.2857,0.2903,0.2812,0.406,0.3165,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 56, 'clf__max_depth': 4, 'clf__learning_rate': 0.03457129500409637, 'clf__subsample': 0.7427679678450785, 'clf__colsample_bytree': 0.6021996311222978, 'clf__min_child_weight': 7, 'clf__gamma': 0.10945757410066603, 'clf__reg_alpha': 0.37201626689621686, 'clf__reg_lambda': 1.1482275768836894}"
53,XGB,13,13,0.68,0.5294,0.6429,0.45,0.6435,0.7433,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 7, 'clf__learning_rate': 0.026951514866828414, 'clf__subsample': 0.9281510511579875, 'clf__colsample_bytree': 0.6709215607850754, 'clf__min_child_weight': 1, 'clf__gamma': 4.76743281282353, 'clf__reg_alpha': 1.9929638090390496, 'clf__reg_lambda': 0.9085407993912502}"
54,XGB,14,14,0.6667,0.6038,0.8421,0.4706,0.6581,0.8002,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 128, 'clf__max_depth': 3, 'clf__learning_rate': 0.02457242628929064, 'clf__subsample': 0.7278570515132995, 'clf__colsample_bytree': 0.6632872651829603, 'clf__min_child_weight': 7, 'clf__gamma': 2.9806246482614034, 'clf__reg_alpha': 1.5580683819309669, 'clf__reg_lambda': 0.8540536662001423}"
55,XGB,15,15,0.8333,0.8889,1.0,0.8,0.7778,0.952,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 397, 'clf__max_depth': 7, 'clf__learning_rate': 0.01735796932018111, 'clf__subsample': 0.6855718448807814, 'clf__colsample_bytree': 0.7590602526122234, 'clf__min_child_weight': 3, 'clf__gamma': 4.317099412300707, 'clf__reg_alpha': 1.0962194092938928, 'clf__reg_lambda': 0.0013004886414029748}"
56,XGB,16,16,0.6667,0.7451,0.7917,0.7037,0.6318,0.7654,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 345, 'clf__max_depth': 5, 'clf__learning_rate': 0.027906527991630778, 'clf__subsample': 0.7378916205891393, 'clf__colsample_bytree': 0.8185461758757074, 'clf__min_child_weight': 1, 'clf__gamma': 4.96815306516898, 'clf__reg_alpha': 0.9362956435170237, 'clf__reg_lambda': 0.11066118312227087}"
57,XGB,17,17,0.625,0.6512,0.6087,0.7,0.6229,0.5975,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 305, 'clf__max_depth': 3, 'clf__learning_rate': 0.01090269476974145, 'clf__subsample': 0.6379146902809479, 'clf__colsample_bytree': 0.7627702280007305, 'clf__min_child_weight': 10, 'clf__gamma': 4.474840484220887, 'clf__reg_alpha': 1.839110027258638, 'clf__reg_lambda': 1.4677542945414257}"
58,XGB,18,18,0.7935,0.5957,0.5,0.7368,0.7285,0.8421,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 281, 'clf__max_depth': 8, 'clf__learning_rate': 0.011711509955524094, 'clf__subsample': 0.8430179407605753, 'clf__colsample_bytree': 0.6682096494749166, 'clf__min_child_weight': 1, 'clf__gamma': 4.7444276862666666, 'clf__reg_alpha': 1.9312640661491187, 'clf__reg_lambda': 1.6167946962329223}"
59,XGB,19,19,0.7714,0.6364,0.5,0.875,0.7348,0.875,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 333, 'clf__max_depth': 9, 'clf__learning_rate': 0.017333614005630615, 'clf__subsample': 0.8620275830658248, 'clf__colsample_bytree': 0.616671232781255, 'clf__min_child_weight': 3, 'clf__gamma': 4.606869342554285, 'clf__reg_alpha': 0.21388335692679483, 'clf__reg_lambda': 1.0787835995819939}"
60,XGB,20,20,0.5294,0.0,0.0,0.0,0.3462,0.6351,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 336, 'clf__max_depth': 11, 'clf__learning_rate': 0.013561446099387475, 'clf__subsample': 0.7122331240069767, 'clf__colsample_bytree': 0.8072546222646346, 'clf__min_child_weight': 1, 'clf__gamma': 4.673497229700789, 'clf__reg_alpha': 1.7882839054550512, 'clf__reg_lambda': 1.399430871912684}"
61,XGB,21,21,0.7297,0.7222,0.5652,1.0,0.7295,0.8782,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 187, 'clf__max_depth': 11, 'clf__learning_rate': 0.025703429586581776, 'clf__subsample': 0.7384403898491609, 'clf__colsample_bytree': 0.6614999195767527, 'clf__min_child_weight': 4, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.5064376098124093, 'clf__reg_lambda': 0.8482341250170948}"
62,XGB,22,22,0.7037,0.5556,0.3846,1.0,0.6667,0.8384,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 138, 'clf__max_depth': 12, 'clf__learning_rate': 0.01618206797274663, 'clf__subsample': 0.9446068970172669, 'clf__colsample_bytree': 0.7119769273814547, 'clf__min_child_weight': 1, 'clf__gamma': 4.599059161855483, 'clf__reg_alpha': 1.3584223108552136, 'clf__reg_lambda': 0.7190811338352252}"
63,XGB,23,23,0.7959,0.8333,0.9615,0.7353,0.7851,0.951,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 289, 'clf__max_depth': 6, 'clf__learning_rate': 0.013866125275229473, 'clf__subsample': 0.7041008270912038, 'clf__colsample_bytree': 0.7790313991884481, 'clf__min_child_weight': 6, 'clf__gamma': 4.794332812604003, 'clf__reg_alpha': 1.1292523280117588, 'clf__reg_lambda': 1.8510801246041237}"
64,XGB,24,24,0.661,0.5,0.4762,0.5263,0.6218,0.7474,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 176, 'clf__max_depth': 7, 'clf__learning_rate': 0.015614221263942758, 'clf__subsample': 0.9395734770858657, 'clf__colsample_bytree': 0.6395270884358237, 'clf__min_child_weight': 2, 'clf__gamma': 4.763551405686439, 'clf__reg_alpha': 0.8637280968056631, 'clf__reg_lambda': 0.9695463555492343}"
65,XGB,25,25,0.679,0.4348,1.0,0.2778,0.6053,0.9519,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 336, 'clf__max_depth': 3, 'clf__learning_rate': 0.012149071287780727, 'clf__subsample': 0.622765079360852, 'clf__colsample_bytree': 0.6900887636686541, 'clf__min_child_weight': 7, 'clf__gamma': 4.732299519251055, 'clf__reg_alpha': 1.8862920804926369, 'clf__reg_lambda': 1.9803178486917972}"
66,XGB,26,26,0.8485,0.6429,0.5625,0.75,0.7734,0.9182,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 440, 'clf__max_depth': 11, 'clf__learning_rate': 0.010061651937224567, 'clf__subsample': 0.784470702307805, 'clf__colsample_bytree': 0.6448450201170167, 'clf__min_child_weight': 4, 'clf__gamma': 4.435835933157776, 'clf__reg_alpha': 1.3344908447577615, 'clf__reg_lambda': 0.47041118398098747}"
67,XGB,27,27,0.7985,0.6747,0.5091,1.0,0.7644,0.9323,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 90, 'clf__max_depth': 9, 'clf__learning_rate': 0.039201160747044175, 'clf__subsample': 0.77510290706768, 'clf__colsample_bytree': 0.8917294099804911, 'clf__min_child_weight': 5, 'clf__gamma': 4.40742824038895, 'clf__reg_alpha': 1.4444059173018189, 'clf__reg_lambda': 0.5060017842260129}"
68,XGB,28,28,0.7333,0.76,0.7917,0.7308,0.73,0.8198,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 229, 'clf__max_depth': 12, 'clf__learning_rate': 0.013791210078500564, 'clf__subsample': 0.666454503008048, 'clf__colsample_bytree': 0.6458230359485807, 'clf__min_child_weight': 10, 'clf__gamma': 3.8732025840576956, 'clf__reg_alpha': 1.7983525496291546, 'clf__reg_lambda': 0.8769394230494238}"
69,XGB,29,29,0.6667,0.6667,0.8,0.5714,0.6667,0.6698,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 289, 'clf__max_depth': 6, 'clf__learning_rate': 0.010138744867933336, 'clf__subsample': 0.6226929298586712, 'clf__colsample_bytree': 0.6605243387585228, 'clf__min_child_weight': 10, 'clf__gamma': 3.716671434851786, 'clf__reg_alpha': 0.40286481377486943, 'clf__reg_lambda': 0.09024876126684553}"
