,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
18,RF,19,19,0.7647,0.6774,0.5122,1.0,0.7461,0.9628,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 287, 'clf__max_depth': 5, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
19,RF,20,20,0.5366,0.4571,0.5,0.4211,0.5264,0.6364,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 383, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
20,RF,21,21,0.7303,0.7391,0.5862,1.0,0.73,0.8671,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 114, 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
21,RF,22,22,0.685,0.5401,0.37,1.0,0.6503,0.8949,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 493, 'clf__max_depth': 3, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
22,RF,23,23,0.9328,0.9535,0.9535,0.9535,0.9161,0.9626,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
23,RF,24,24,0.7241,0.6923,0.5488,0.9375,0.7212,0.7882,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 310, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.775,0.6667,1.0,0.5,0.7484,0.9495,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 433, 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
25,RF,26,26,0.8889,0.7632,0.6304,0.9667,0.8453,0.9323,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 159, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
26,RF,27,27,0.7795,0.6605,0.4931,1.0,0.7486,0.9137,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 332, 'clf__max_depth': 6, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.9083,0.9206,0.9355,0.9062,0.906,0.9753,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
28,RF,29,29,0.6782,0.7021,0.7674,0.6471,0.6761,0.7195,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
29,RF,30,30,0.3667,0.3559,1.0,0.2165,0.3665,0.7898,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 157, 'clf__max_depth': 4, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
30,RF,31,31,0.704,0.5432,0.4681,0.6471,0.6621,0.7521,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
31,RF,32,32,0.7,0.6441,0.475,1.0,0.6924,0.8194,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 229, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3333,0.0,0.0,0.0,0.25,0.3268,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.7826,0.6154,0.4444,1.0,0.7319,0.9252,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 440, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
34,RF,35,35,0.2792,0.1654,0.9167,0.0909,0.2656,0.3882,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 4, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
35,RF,36,36,0.669,0.7314,0.5766,1.0,0.6501,0.9114,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 359, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6135,0.7014,0.5401,1.0,0.5768,0.8195,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 354, 'clf__max_depth': 4, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
37,RF,38,38,0.8416,0.8904,0.8025,1.0,0.8023,0.9538,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 236, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
38,RF,39,39,0.7865,0.8455,0.8525,0.8387,0.75,0.8937,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.8782,0.5857,0.4767,0.7593,0.7571,0.9153,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 236, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
40,RF,41,41,0.7347,0.7969,0.7083,0.9107,0.7073,0.8299,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 167, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.6293,0.5169,0.8519,0.371,0.6081,0.7542,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 140, 'clf__max_depth': 3, 'clf__learning_rate': 0.013842354312547364, 'clf__subsample': 0.7343677694253801, 'clf__colsample_bytree': 0.7378486600759068, 'clf__min_child_weight': 3, 'clf__gamma': 1.0003208370535668, 'clf__reg_alpha': 1.5629862224631408, 'clf__reg_lambda': 1.5310044212467855}"
42,XGB,2,2,0.764,0.7342,0.5918,0.9667,0.761,0.9294,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 129, 'clf__max_depth': 3, 'clf__learning_rate': 0.015408383088817793, 'clf__subsample': 0.7125472634316612, 'clf__colsample_bytree': 0.7207006649141264, 'clf__min_child_weight': 10, 'clf__gamma': 4.611899706591277, 'clf__reg_alpha': 0.7692471786760282, 'clf__reg_lambda': 0.6973223334443415}"
43,XGB,3,3,0.7632,0.6,0.551,0.6585,0.7159,0.835,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 55, 'clf__max_depth': 7, 'clf__learning_rate': 0.02400797636933054, 'clf__subsample': 0.8619629859399024, 'clf__colsample_bytree': 0.6439663352014755, 'clf__min_child_weight': 7, 'clf__gamma': 2.6845213466751, 'clf__reg_alpha': 1.735483241711715, 'clf__reg_lambda': 0.14911984146339247}"
44,XGB,4,4,0.8309,0.8435,0.7561,0.9538,0.8298,0.8581,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 224, 'clf__max_depth': 4, 'clf__learning_rate': 0.010137795426083661, 'clf__subsample': 0.6689094459306979, 'clf__colsample_bytree': 0.8559370287924123, 'clf__min_child_weight': 4, 'clf__gamma': 2.7124660449549984, 'clf__reg_alpha': 1.60529700984146, 'clf__reg_lambda': 0.6724923948898425}"
45,XGB,5,5,0.619,0.6,0.7742,0.4898,0.6182,0.8227,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 252, 'clf__max_depth': 11, 'clf__learning_rate': 0.010089640666915579, 'clf__subsample': 0.633483865022883, 'clf__colsample_bytree': 0.7625684046882598, 'clf__min_child_weight': 9, 'clf__gamma': 4.484519534835343, 'clf__reg_alpha': 1.669943229357711, 'clf__reg_lambda': 1.0835179826080639}"
46,XGB,6,6,0.691,0.2254,0.5333,0.1429,0.5162,0.8804,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}"
47,XGB,7,7,0.8559,0.8491,0.8333,0.8654,0.8556,0.9192,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 126, 'clf__max_depth': 4, 'clf__learning_rate': 0.01270796646640426, 'clf__subsample': 0.7387621268312504, 'clf__colsample_bytree': 0.8610026863751589, 'clf__min_child_weight': 9, 'clf__gamma': 0.906178381126062, 'clf__reg_alpha': 1.245407059294818, 'clf__reg_lambda': 0.9085407993912502}"
48,XGB,8,8,0.6857,0.6598,0.7619,0.5818,0.6839,0.7742,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 237, 'clf__max_depth': 3, 'clf__learning_rate': 0.010157852446271544, 'clf__subsample': 0.7592188863528222, 'clf__colsample_bytree': 0.8814896806062261, 'clf__min_child_weight': 10, 'clf__gamma': 4.9628025735778944, 'clf__reg_alpha': 1.5684713099088972, 'clf__reg_lambda': 1.68669664035656}"
49,XGB,9,9,0.8808,0.9013,0.8824,0.9211,0.8755,0.9408,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 70, 'clf__max_depth': 3, 'clf__learning_rate': 0.024569947276467982, 'clf__subsample': 0.7322451600837673, 'clf__colsample_bytree': 0.6274355215609683, 'clf__min_child_weight': 10, 'clf__gamma': 4.594329100991274, 'clf__reg_alpha': 1.1133288632459295, 'clf__reg_lambda': 1.068065774252685}"
50,XGB,10,10,0.7107,0.7125,0.7703,0.6628,0.7107,0.8533,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 71, 'clf__max_depth': 3, 'clf__learning_rate': 0.030192989389966018, 'clf__subsample': 0.9310254828653387, 'clf__colsample_bytree': 0.6645998162328413, 'clf__min_child_weight': 9, 'clf__gamma': 1.8867053977355113, 'clf__reg_alpha': 0.4946571924796631, 'clf__reg_lambda': 1.1441273494657338}"
51,XGB,11,11,0.4846,0.2452,0.2436,0.2468,0.4269,0.5252,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 186, 'clf__max_depth': 3, 'clf__learning_rate': 0.012603016856816193, 'clf__subsample': 0.7591627287959257, 'clf__colsample_bytree': 0.6994918592088026, 'clf__min_child_weight': 3, 'clf__gamma': 0.3677485049608959, 'clf__reg_alpha': 0.13883004221869788, 'clf__reg_lambda': 0.9892991978815351}"
52,XGB,12,12,0.3385,0.2951,0.2621,0.3375,0.3359,0.3133,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 3, 'clf__learning_rate': 0.01068097932038784, 'clf__subsample': 0.7053845454587545, 'clf__colsample_bytree': 0.6907687854870271, 'clf__min_child_weight': 7, 'clf__gamma': 4.841298694273612, 'clf__reg_alpha': 1.9971285067889246, 'clf__reg_lambda': 1.7208868211445438}"
53,XGB,13,13,0.7541,0.6341,0.8125,0.52,0.7245,0.7697,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 274, 'clf__max_depth': 3, 'clf__learning_rate': 0.011297195163303424, 'clf__subsample': 0.9335956724599584, 'clf__colsample_bytree': 0.6261881411501714, 'clf__min_child_weight': 1, 'clf__gamma': 4.6773789768587015, 'clf__reg_alpha': 0.5397973535932428, 'clf__reg_lambda': 0.9187717231421318}"
54,XGB,14,14,0.4444,0.2202,0.5217,0.1395,0.3944,0.6465,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 3, 'clf__learning_rate': 0.012678301327243386, 'clf__subsample': 0.8292399984395842, 'clf__colsample_bytree': 0.8505763804203194, 'clf__min_child_weight': 3, 'clf__gamma': 0.009546597773197218, 'clf__reg_alpha': 1.0650519093353799, 'clf__reg_lambda': 1.1387715862741348}"
55,XGB,15,15,0.6438,0.7347,1.0,0.5806,0.5965,0.8798,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 166, 'clf__max_depth': 11, 'clf__learning_rate': 0.011170182036505504, 'clf__subsample': 0.6336405267986754, 'clf__colsample_bytree': 0.6972947731222422, 'clf__min_child_weight': 2, 'clf__gamma': 4.405192125903319, 'clf__reg_alpha': 1.9943540027656441, 'clf__reg_lambda': 1.1295924189226787}"
56,XGB,16,16,0.7158,0.7692,0.8824,0.6818,0.6997,0.8093,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 156, 'clf__max_depth': 11, 'clf__learning_rate': 0.01159831542022954, 'clf__subsample': 0.7216296268149042, 'clf__colsample_bytree': 0.8205459642997539, 'clf__min_child_weight': 10, 'clf__gamma': 4.990204877731355, 'clf__reg_alpha': 1.8877821333161438, 'clf__reg_lambda': 1.3758764372215295}"
57,XGB,17,17,0.567,0.5882,0.566,0.6122,0.5659,0.5357,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 94, 'clf__max_depth': 8, 'clf__learning_rate': 0.016396930448835556, 'clf__subsample': 0.8779056384194269, 'clf__colsample_bytree': 0.6448450201170167, 'clf__min_child_weight': 7, 'clf__gamma': 1.8341377043305063, 'clf__reg_alpha': 1.657518465519172, 'clf__reg_lambda': 0.22753877875734513}"
58,XGB,18,18,0.8553,0.7442,0.5926,1.0,0.8216,0.9337,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 180, 'clf__max_depth': 9, 'clf__learning_rate': 0.010256202176343262, 'clf__subsample': 0.6828413219095653, 'clf__colsample_bytree': 0.7509714691066852, 'clf__min_child_weight': 10, 'clf__gamma': 0.14342916616906387, 'clf__reg_alpha': 1.8187163064659884, 'clf__reg_lambda': 1.4929291957900084}"
59,XGB,19,19,0.7412,0.6562,0.4884,1.0,0.7244,0.9204,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 117, 'clf__max_depth': 5, 'clf__learning_rate': 0.01215120086052029, 'clf__subsample': 0.7621307854599259, 'clf__colsample_bytree': 0.610125647205504, 'clf__min_child_weight': 2, 'clf__gamma': 0.9562458136126614, 'clf__reg_alpha': 1.8650152439100876, 'clf__reg_lambda': 1.3098137037181206}"
60,XGB,20,20,0.5,0.2807,0.4211,0.2105,0.4488,0.6543,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 111, 'clf__max_depth': 3, 'clf__learning_rate': 0.023163858467690455, 'clf__subsample': 0.9410668957994416, 'clf__colsample_bytree': 0.6323986674694523, 'clf__min_child_weight': 8, 'clf__gamma': 3.07258652283613, 'clf__reg_alpha': 1.4514890233181856, 'clf__reg_lambda': 0.7510621896385221}"
61,XGB,21,21,0.7303,0.7391,0.5862,1.0,0.73,0.9487,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 134, 'clf__max_depth': 6, 'clf__learning_rate': 0.013718002812283912, 'clf__subsample': 0.8251867852889606, 'clf__colsample_bytree': 0.7434042077534931, 'clf__min_child_weight': 7, 'clf__gamma': 1.5614294039307972, 'clf__reg_alpha': 1.5131747943332057, 'clf__reg_lambda': 0.7552149759640212}"
62,XGB,22,22,0.68,0.5294,0.3636,0.973,0.6435,0.8804,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 138, 'clf__max_depth': 3, 'clf__learning_rate': 0.016051205065904746, 'clf__subsample': 0.916197226729661, 'clf__colsample_bytree': 0.9570640171595874, 'clf__min_child_weight': 1, 'clf__gamma': 1.7907643195448504, 'clf__reg_alpha': 1.2153634442358725, 'clf__reg_lambda': 0.5684329984118264}"
63,XGB,23,23,0.7899,0.8299,1.0,0.7093,0.7776,0.9658,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 10, 'clf__learning_rate': 0.01775568344766205, 'clf__subsample': 0.9923984370151129, 'clf__colsample_bytree': 0.6025907698216953, 'clf__min_child_weight': 6, 'clf__gamma': 2.2855770432130287, 'clf__reg_alpha': 1.3581792712812701, 'clf__reg_lambda': 0.01983695735822294}"
64,XGB,24,24,0.6966,0.551,0.54,0.5625,0.6609,0.7427,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 237, 'clf__max_depth': 3, 'clf__learning_rate': 0.010317194514024722, 'clf__subsample': 0.6286145747950852, 'clf__colsample_bytree': 0.6999850892848103, 'clf__min_child_weight': 1, 'clf__gamma': 4.0409600645170105, 'clf__reg_alpha': 0.6376869855352991, 'clf__reg_lambda': 0.1393471763732611}"
65,XGB,25,25,0.65,0.3636,1.0,0.2222,0.5611,0.9344,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 157, 'clf__max_depth': 4, 'clf__learning_rate': 0.016884992115986344, 'clf__subsample': 0.6627364708298777, 'clf__colsample_bytree': 0.7052614788977605, 'clf__min_child_weight': 7, 'clf__gamma': 0.4957466020919946, 'clf__reg_alpha': 0.06298409625631887, 'clf__reg_lambda': 0.2339222440137314}"
66,XGB,26,26,0.8333,0.3721,0.6154,0.2667,0.638,0.9035,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 203, 'clf__max_depth': 3, 'clf__learning_rate': 0.01349889678429012, 'clf__subsample': 0.8727769394544769, 'clf__colsample_bytree': 0.7785015644683339, 'clf__min_child_weight': 10, 'clf__gamma': 4.144898052289184, 'clf__reg_alpha': 1.8799373743756667, 'clf__reg_lambda': 1.4580338078786346}"
67,XGB,27,27,0.8036,0.686,0.5221,1.0,0.7716,0.9354,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 3, 'clf__learning_rate': 0.019726584854978992, 'clf__subsample': 0.6724279605663706, 'clf__colsample_bytree': 0.7017050886860765, 'clf__min_child_weight': 9, 'clf__gamma': 0.9166268173295227, 'clf__reg_alpha': 1.6305811633448009, 'clf__reg_lambda': 0.7364394494760157}"
68,XGB,28,28,0.844,0.8682,0.8615,0.875,0.8386,0.8983,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 87, 'clf__max_depth': 5, 'clf__learning_rate': 0.026186666487541876, 'clf__subsample': 0.7060699844281066, 'clf__colsample_bytree': 0.9341828738423713, 'clf__min_child_weight': 10, 'clf__gamma': 3.4381021877675213, 'clf__reg_alpha': 0.7459170221886225, 'clf__reg_lambda': 0.07492033127155878}"
69,XGB,29,29,0.6782,0.6889,0.7949,0.6078,0.6778,0.7565,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 345, 'clf__max_depth': 5, 'clf__learning_rate': 0.010154468136031242, 'clf__subsample': 0.8050463816006246, 'clf__colsample_bytree': 0.9481371138225575, 'clf__min_child_weight': 2, 'clf__gamma': 3.819018228454623, 'clf__reg_alpha': 0.103033987261366, 'clf__reg_lambda': 1.682525366179706}"
