,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
10,RF,11,11,0.5315,0.4348,0.3774,0.5128,0.5174,0.5231,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 419, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
11,RF,12,12,0.3053,0.3125,0.2679,0.375,0.3052,0.2809,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
12,RF,13,13,0.7288,0.6923,0.6667,0.72,0.7249,0.7435,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 214, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
13,RF,14,14,0.7162,0.7123,0.8667,0.6047,0.7162,0.7584,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 194, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
14,RF,15,15,0.7059,0.8148,1.0,0.6875,0.5503,0.8125,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 114, 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
15,RF,16,16,0.8222,0.8824,0.8571,0.9091,0.7594,0.8157,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 352, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
16,RF,17,17,0.6304,0.6909,0.6129,0.7917,0.6157,0.5152,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 214, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
17,RF,18,18,0.8571,0.75,0.6,1.0,0.825,0.9555,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 194, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
18,RF,19,19,0.675,0.6286,0.4583,1.0,0.6698,0.9216,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 347, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
19,RF,20,20,0.6667,0.6486,0.6667,0.6316,0.6658,0.7053,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 385, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
20,RF,21,21,0.6429,0.6939,0.5312,1.0,0.6327,0.9271,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 334, 'clf__max_depth': 4, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
21,RF,22,22,0.6939,0.5455,0.375,1.0,0.6573,0.8833,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
22,RF,23,23,0.9123,0.9367,1.0,0.881,0.8969,0.9921,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 297, 'clf__max_depth': 19, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
23,RF,24,24,0.7857,0.717,0.6552,0.7917,0.7723,0.8297,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 145, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
24,RF,25,25,0.7041,0.5246,1.0,0.3556,0.6549,0.9514,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
25,RF,26,26,0.8861,0.7429,0.65,0.8667,0.8348,0.926,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 414, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
26,RF,27,27,0.7423,0.625,0.4545,1.0,0.7144,0.9321,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 475, 'clf__max_depth': 5, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.9038,0.9275,0.8649,1.0,0.8923,0.9984,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 323, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
28,RF,29,29,0.6829,0.7111,0.8421,0.6154,0.6799,0.6692,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
29,RF,30,30,0.7069,0.7848,0.9688,0.6596,0.6627,0.8917,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 292, 'clf__max_depth': 4, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
30,RF,31,31,0.7333,0.6,0.5217,0.7059,0.7,0.7688,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 264, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
31,RF,32,32,0.7576,0.6923,0.5625,0.9,0.7462,0.8435,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 334, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
32,RF,33,33,0.2909,0.0,0.0,0.0,0.2254,0.2812,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 190, 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
33,RF,34,34,0.7955,0.0,0.0,0.0,0.443,0.8993,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 132, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
34,RF,35,35,0.24,0.1231,1.0,0.0656,0.2262,0.4614,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 326, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
35,RF,36,36,0.6812,0.7442,0.5926,1.0,0.6606,0.9417,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6329,0.7184,0.5692,0.9737,0.5956,0.6656,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 130, 'clf__max_depth': 14, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
37,RF,38,38,0.9167,0.9429,0.8919,1.0,0.8945,0.9596,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 341, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7857,0.8657,0.8056,0.9355,0.6681,0.8534,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 341, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.9025,0.5818,0.5926,0.5714,0.7633,0.9418,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 403, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.6809,0.7692,0.6757,0.8929,0.626,0.8477,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.625,0.5882,0.75,0.4839,0.622,0.6697,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 120, 'clf__max_depth': 12, 'clf__learning_rate': 0.013530577116489218, 'clf__subsample': 0.711563103396869, 'clf__colsample_bytree': 0.729379234870528, 'clf__min_child_weight': 9, 'clf__gamma': 0.6682966612125144, 'clf__reg_alpha': 0.568893253047564, 'clf__reg_lambda': 1.474508032712987}"
42,XGB,2,2,0.7619,0.75,0.6,1.0,0.7614,0.9679,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 98, 'clf__max_depth': 7, 'clf__learning_rate': 0.017253676470144454, 'clf__subsample': 0.7824469604705144, 'clf__colsample_bytree': 0.6026092799147444, 'clf__min_child_weight': 7, 'clf__gamma': 0.14368609301383017, 'clf__reg_alpha': 0.17582079134903067, 'clf__reg_lambda': 0.2449439392578283}"
43,XGB,3,3,0.7432,0.5778,0.5417,0.619,0.6967,0.8607,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 140, 'clf__max_depth': 3, 'clf__learning_rate': 0.01526236308292613, 'clf__subsample': 0.8961853247620866, 'clf__colsample_bytree': 0.6261881411501714, 'clf__min_child_weight': 5, 'clf__gamma': 2.8732081418843904, 'clf__reg_alpha': 0.7836283445682246, 'clf__reg_lambda': 0.27834592656648716}"
44,XGB,4,4,0.7879,0.75,0.875,0.6562,0.7829,0.9347,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 56, 'clf__max_depth': 8, 'clf__learning_rate': 0.04470516282454398, 'clf__subsample': 0.8883114576787073, 'clf__colsample_bytree': 0.6279874235786125, 'clf__min_child_weight': 4, 'clf__gamma': 2.674237820936617, 'clf__reg_alpha': 0.9037722556976536, 'clf__reg_lambda': 0.4799866770425384}"
45,XGB,5,5,0.625,0.6154,0.8571,0.48,0.6248,0.744,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 108, 'clf__max_depth': 9, 'clf__learning_rate': 0.01359616690092437, 'clf__subsample': 0.8247176886296123, 'clf__colsample_bytree': 0.695812478588728, 'clf__min_child_weight': 5, 'clf__gamma': 1.03319371141583, 'clf__reg_alpha': 1.7173908907242534, 'clf__reg_lambda': 0.7977638237730369}"
46,XGB,6,6,0.8046,0.6667,0.7391,0.6071,0.7642,0.8874,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 235, 'clf__max_depth': 12, 'clf__learning_rate': 0.010060717571469759, 'clf__subsample': 0.6543668010708925, 'clf__colsample_bytree': 0.7168416777875313, 'clf__min_child_weight': 3, 'clf__gamma': 3.4713135597521725, 'clf__reg_alpha': 0.23651369664003247, 'clf__reg_lambda': 0.7888995284779332}"
47,XGB,7,7,0.8491,0.8333,0.9091,0.7692,0.8477,0.9145,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 146, 'clf__max_depth': 4, 'clf__learning_rate': 0.01010632044642362, 'clf__subsample': 0.7798253873736728, 'clf__colsample_bytree': 0.6834280737047217, 'clf__min_child_weight': 9, 'clf__gamma': 2.64495595602575, 'clf__reg_alpha': 1.1992136242123645, 'clf__reg_lambda': 0.7297941956174396}"
48,XGB,8,8,0.6,0.4444,0.8889,0.2963,0.566,0.6989,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}"
49,XGB,9,9,0.7979,0.8319,0.8393,0.8246,0.7893,0.9028,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 353, 'clf__max_depth': 12, 'clf__learning_rate': 0.012058231735366558, 'clf__subsample': 0.6964599541014743, 'clf__colsample_bytree': 0.7306739879115709, 'clf__min_child_weight': 3, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.9975131887713389, 'clf__reg_lambda': 1.741767108377644}"
50,XGB,10,10,0.8052,0.8,0.9375,0.6977,0.8051,0.868,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 153, 'clf__max_depth': 12, 'clf__learning_rate': 0.09373368378031176, 'clf__subsample': 0.8205181263062497, 'clf__colsample_bytree': 0.7624914916051655, 'clf__min_child_weight': 10, 'clf__gamma': 4.10546015428838, 'clf__reg_alpha': 1.7674054028503736, 'clf__reg_lambda': 1.3077699298142234}"
51,XGB,11,11,0.5135,0.3864,0.3469,0.4359,0.4917,0.573,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 235, 'clf__max_depth': 3, 'clf__learning_rate': 0.010110249523444139, 'clf__subsample': 0.7641558315753724, 'clf__colsample_bytree': 0.6043652577073628, 'clf__min_child_weight': 9, 'clf__gamma': 0.6714190239818789, 'clf__reg_alpha': 0.05591634220807323, 'clf__reg_lambda': 0.2854411456171747}"
52,XGB,12,12,0.3158,0.3564,0.2951,0.45,0.313,0.3136,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 123, 'clf__max_depth': 11, 'clf__learning_rate': 0.014486358354713156, 'clf__subsample': 0.831189232846155, 'clf__colsample_bytree': 0.6812890966979491, 'clf__min_child_weight': 9, 'clf__gamma': 4.057267075322499, 'clf__reg_alpha': 1.0109055660420703, 'clf__reg_lambda': 1.3832185263877022}"
53,XGB,13,13,0.7627,0.6957,0.7619,0.64,0.7506,0.7624,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 194, 'clf__max_depth': 3, 'clf__learning_rate': 0.011630759789227374, 'clf__subsample': 0.7428591880531709, 'clf__colsample_bytree': 0.7315609206231508, 'clf__min_child_weight': 1, 'clf__gamma': 3.697316924552246, 'clf__reg_alpha': 1.111904267677146, 'clf__reg_lambda': 1.5402305906111435}"
54,XGB,14,14,0.6216,0.5882,0.8,0.4651,0.6191,0.7472,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 129, 'clf__max_depth': 12, 'clf__learning_rate': 0.011292184362637875, 'clf__subsample': 0.8459575453137569, 'clf__colsample_bytree': 0.6740379754222999, 'clf__min_child_weight': 9, 'clf__gamma': 1.519948792121483, 'clf__reg_alpha': 0.7931940987491881, 'clf__reg_lambda': 1.5578942508616889}"
55,XGB,15,15,0.7059,0.8148,1.0,0.6875,0.5503,0.7656,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 212, 'clf__max_depth': 5, 'clf__learning_rate': 0.014320753996472377, 'clf__subsample': 0.688105564541631, 'clf__colsample_bytree': 0.9360750065043464, 'clf__min_child_weight': 10, 'clf__gamma': 4.678643216835447, 'clf__reg_alpha': 0.6348108994138717, 'clf__reg_lambda': 0.1045407819014239}"
56,XGB,16,16,0.7333,0.8125,0.8387,0.7879,0.6755,0.7828,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 333, 'clf__max_depth': 11, 'clf__learning_rate': 0.011773896528121141, 'clf__subsample': 0.68449563826785, 'clf__colsample_bytree': 0.6604952660158514, 'clf__min_child_weight': 1, 'clf__gamma': 4.793012802693667, 'clf__reg_alpha': 0.6793341262237906, 'clf__reg_lambda': 0.9039888695197592}"
57,XGB,17,17,0.5,0.4889,0.5238,0.4583,0.4998,0.5322,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 87, 'clf__max_depth': 10, 'clf__learning_rate': 0.01842209651286458, 'clf__subsample': 0.6392145423414116, 'clf__colsample_bytree': 0.7295035586065273, 'clf__min_child_weight': 3, 'clf__gamma': 3.6749792076304466, 'clf__reg_alpha': 0.2941215965791405, 'clf__reg_lambda': 0.16693975996061444}"
58,XGB,18,18,0.9196,0.8421,0.7273,1.0,0.8941,0.9375,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 72, 'clf__max_depth': 8, 'clf__learning_rate': 0.026099423800300565, 'clf__subsample': 0.7167461216431171, 'clf__colsample_bytree': 0.6758799768003222, 'clf__min_child_weight': 9, 'clf__gamma': 0.9166268173295227, 'clf__reg_alpha': 0.6325874595209915, 'clf__reg_lambda': 1.9068807515508508}"
59,XGB,19,19,0.65,0.5882,0.4348,0.9091,0.6419,0.9216,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 71, 'clf__max_depth': 5, 'clf__learning_rate': 0.02234936187707217, 'clf__subsample': 0.7608742470731585, 'clf__colsample_bytree': 0.627176855443503, 'clf__min_child_weight': 1, 'clf__gamma': 2.375965136650483, 'clf__reg_alpha': 1.6004715124723212, 'clf__reg_lambda': 0.8624394547193864}"
60,XGB,20,20,0.5641,0.4516,0.5833,0.3684,0.545,0.6211,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 95, 'clf__max_depth': 11, 'clf__learning_rate': 0.01504883839723808, 'clf__subsample': 0.9508497372221664, 'clf__colsample_bytree': 0.641290143834819, 'clf__min_child_weight': 7, 'clf__gamma': 4.275416270409465, 'clf__reg_alpha': 1.571676931647489, 'clf__reg_lambda': 0.7972675143056035}"
61,XGB,21,21,0.7619,0.7727,0.6296,1.0,0.7614,0.9153,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 105, 'clf__max_depth': 12, 'clf__learning_rate': 0.015831634796275362, 'clf__subsample': 0.6018960478612356, 'clf__colsample_bytree': 0.7576316390413501, 'clf__min_child_weight': 8, 'clf__gamma': 2.8254080221540447, 'clf__reg_alpha': 1.2586573320596304, 'clf__reg_lambda': 0.6154540602455376}"
62,XGB,22,22,0.7245,0.5263,0.3846,0.8333,0.666,0.8569,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 260, 'clf__max_depth': 8, 'clf__learning_rate': 0.011661043112580132, 'clf__subsample': 0.9066041044132608, 'clf__colsample_bytree': 0.7326421808383449, 'clf__min_child_weight': 7, 'clf__gamma': 4.751992322503946, 'clf__reg_alpha': 1.7856047921671971, 'clf__reg_lambda': 1.3785430565169938}"
63,XGB,23,23,0.7719,0.8312,0.9143,0.7619,0.7399,0.919,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 321, 'clf__max_depth': 12, 'clf__learning_rate': 0.011964696826657158, 'clf__subsample': 0.6321235447500403, 'clf__colsample_bytree': 0.6762010820765277, 'clf__min_child_weight': 10, 'clf__gamma': 4.9952842857274105, 'clf__reg_alpha': 0.8151928601736228, 'clf__reg_lambda': 1.2258821126320394}"
64,XGB,24,24,0.7,0.5532,0.5652,0.5417,0.6637,0.7953,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 251, 'clf__max_depth': 3, 'clf__learning_rate': 0.01108450950871925, 'clf__subsample': 0.6487065897252543, 'clf__colsample_bytree': 0.9330414082827383, 'clf__min_child_weight': 7, 'clf__gamma': 1.1718946192076594, 'clf__reg_alpha': 0.34558142928646884, 'clf__reg_lambda': 0.21312765070608242}"
65,XGB,25,25,0.7347,0.5938,1.0,0.4222,0.6984,0.9358,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 213, 'clf__max_depth': 3, 'clf__learning_rate': 0.011443434748023227, 'clf__subsample': 0.9354402887723907, 'clf__colsample_bytree': 0.6774382387349529, 'clf__min_child_weight': 8, 'clf__gamma': 4.094717290901781, 'clf__reg_alpha': 0.496846356243318, 'clf__reg_lambda': 1.8874065289574955}"
66,XGB,26,26,0.7975,0.4667,0.4667,0.4667,0.6708,0.8958,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 96, 'clf__max_depth': 5, 'clf__learning_rate': 0.019057261239097387, 'clf__subsample': 0.63813170638782, 'clf__colsample_bytree': 0.642235315388519, 'clf__min_child_weight': 2, 'clf__gamma': 0.023122427334038204, 'clf__reg_alpha': 0.020696877938192415, 'clf__reg_lambda': 0.4961309418705173}"
67,XGB,27,27,0.8037,0.6863,0.5224,1.0,0.7717,0.9342,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 73, 'clf__max_depth': 11, 'clf__learning_rate': 0.020489329753305748, 'clf__subsample': 0.662458580801042, 'clf__colsample_bytree': 0.8625473107904859, 'clf__min_child_weight': 10, 'clf__gamma': 0.8505046520297668, 'clf__reg_alpha': 1.8195815765407006, 'clf__reg_lambda': 0.06597599419568537}"
68,XGB,28,28,0.8846,0.9091,0.8824,0.9375,0.8756,0.9703,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}"
69,XGB,29,29,0.6098,0.6364,0.7778,0.5385,0.6077,0.6897,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 12, 'clf__learning_rate': 0.016975911741280922, 'clf__subsample': 0.6018960478612356, 'clf__colsample_bytree': 0.8507947823953552, 'clf__min_child_weight': 4, 'clf__gamma': 2.986288963010503, 'clf__reg_alpha': 1.1465409771940358, 'clf__reg_lambda': 0.6269691638343919}"
