,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
25,RF,26,26,0.88,0.7273,0.5714,1.0,0.8252,0.8929,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
26,RF,27,27,0.7885,0.6667,0.5,1.0,0.7559,0.9335,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
27,RF,28,28,0.9412,0.9524,0.9091,1.0,0.9377,0.9714,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 203, 'clf__max_depth': 6, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
28,RF,29,29,0.6923,0.7143,0.8333,0.625,0.6905,0.725,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 366, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
29,RF,30,30,0.4444,0.4444,1.0,0.2857,0.4444,0.9821,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 267, 'clf__max_depth': 4, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
30,RF,31,31,0.7895,0.6667,0.5714,0.8,0.7564,0.8143,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 112, 'clf__max_depth': 13, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
31,RF,32,32,0.8,0.75,0.6,1.0,0.7917,0.8571,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 357, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3529,0.0,0.0,0.0,0.2609,0.2429,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 58, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.8571,0.0,0.0,0.0,0.4615,0.8333,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 402, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
34,RF,35,35,0.2917,0.1905,1.0,0.1053,0.2804,0.4632,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 479, 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
35,RF,36,36,0.6818,0.7407,0.5882,1.0,0.6645,0.9917,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.64,0.7097,0.55,1.0,0.618,0.7922,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 464, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
37,RF,38,38,0.9333,0.9524,0.9091,1.0,0.9206,0.96,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 377, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7692,0.8421,0.8,0.8889,0.7068,0.8889,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 352, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.92,0.625,0.625,0.625,0.7901,0.944,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 441, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
40,RF,41,41,0.6667,0.7619,0.6667,0.8889,0.6032,0.9074,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 401, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.6111,0.5333,0.6667,0.4444,0.6,0.6173,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 124, 'clf__max_depth': 11, 'clf__learning_rate': 0.02012685989542078, 'clf__subsample': 0.6884656494987579, 'clf__colsample_bytree': 0.655874821874246, 'clf__min_child_weight': 4, 'clf__gamma': 4.250303464018592, 'clf__reg_alpha': 0.1518391882700673, 'clf__reg_lambda': 0.5647328365716376}"
42,XGB,2,2,0.7143,0.6667,0.5,1.0,0.7083,0.875,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 170, 'clf__max_depth': 3, 'clf__learning_rate': 0.013720064643820156, 'clf__subsample': 0.8275106641263154, 'clf__colsample_bytree': 0.7195331111227534, 'clf__min_child_weight': 2, 'clf__gamma': 2.943742695835785, 'clf__reg_alpha': 0.5495930438842208, 'clf__reg_lambda': 0.9333699678018217}"
43,XGB,3,3,0.7826,0.5455,0.6,0.5,0.7013,0.8137,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 436, 'clf__max_depth': 9, 'clf__learning_rate': 0.046723995653646884, 'clf__subsample': 0.8880005104958723, 'clf__colsample_bytree': 0.8799403482084879, 'clf__min_child_weight': 7, 'clf__gamma': 4.470493240316191, 'clf__reg_alpha': 0.8771273527682175, 'clf__reg_lambda': 0.1464978145964318}"
44,XGB,4,4,0.8571,0.8421,0.8889,0.8,0.8558,0.9636,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 126, 'clf__max_depth': 12, 'clf__learning_rate': 0.015603213906616514, 'clf__subsample': 0.6019896562758476, 'clf__colsample_bytree': 0.8501381218103035, 'clf__min_child_weight': 4, 'clf__gamma': 2.9126791612096974, 'clf__reg_alpha': 1.1959038127163042, 'clf__reg_lambda': 0.6572475486909289}"
45,XGB,5,5,0.6154,0.5455,0.75,0.4286,0.6061,0.7857,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 184, 'clf__max_depth': 6, 'clf__learning_rate': 0.01030553543981016, 'clf__subsample': 0.7136456837118231, 'clf__colsample_bytree': 0.7301960942397062, 'clf__min_child_weight': 1, 'clf__gamma': 4.738864297066908, 'clf__reg_alpha': 0.4735560883661952, 'clf__reg_lambda': 1.3221007015132242}"
46,XGB,6,6,0.8214,0.6667,0.8333,0.5556,0.7724,0.9123,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 62, 'clf__max_depth': 5, 'clf__learning_rate': 0.03508562249115883, 'clf__subsample': 0.9837210218582536, 'clf__colsample_bytree': 0.65168192873342, 'clf__min_child_weight': 1, 'clf__gamma': 4.074837494696215, 'clf__reg_alpha': 1.6689193218143485, 'clf__reg_lambda': 1.254839653229935}"
47,XGB,7,7,0.8235,0.8,0.8571,0.75,0.8211,0.9444,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 4, 'clf__learning_rate': 0.013932854293338669, 'clf__subsample': 0.933558607392076, 'clf__colsample_bytree': 0.6241930789279719, 'clf__min_child_weight': 9, 'clf__gamma': 4.50433276266651, 'clf__reg_alpha': 0.9293479425863419, 'clf__reg_lambda': 0.6443661037085324}"
48,XGB,8,8,0.625,0.5714,0.6667,0.5,0.619,0.7812,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 381, 'clf__max_depth': 3, 'clf__learning_rate': 0.06723740097282156, 'clf__subsample': 0.7724592470257253, 'clf__colsample_bytree': 0.6778313626308573, 'clf__min_child_weight': 4, 'clf__gamma': 4.838593552598288, 'clf__reg_alpha': 1.4740760026977866, 'clf__reg_lambda': 0.9338832006056909}"
49,XGB,9,9,0.9667,0.973,0.9474,1.0,0.9647,0.9676,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 239, 'clf__max_depth': 12, 'clf__learning_rate': 0.010126586570750688, 'clf__subsample': 0.8288041123563102, 'clf__colsample_bytree': 0.7526018977927735, 'clf__min_child_weight': 6, 'clf__gamma': 4.668789872640124, 'clf__reg_alpha': 1.1986313749159572, 'clf__reg_lambda': 1.0821148747402876}"
50,XGB,10,10,0.88,0.8696,1.0,0.7692,0.8792,0.9808,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 255, 'clf__max_depth': 8, 'clf__learning_rate': 0.09654302336977064, 'clf__subsample': 0.7743395746715049, 'clf__colsample_bytree': 0.6274470146230955, 'clf__min_child_weight': 3, 'clf__gamma': 4.684258348582524, 'clf__reg_alpha': 1.449552448819179, 'clf__reg_lambda': 0.3824046875299846}"
51,XGB,11,11,0.4444,0.5455,0.375,1.0,0.4156,0.5521,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 231, 'clf__max_depth': 9, 'clf__learning_rate': 0.010140646361730338, 'clf__subsample': 0.9484296185457333, 'clf__colsample_bytree': 0.6994112566206339, 'clf__min_child_weight': 5, 'clf__gamma': 4.213060146230681, 'clf__reg_alpha': 1.1506513290613845, 'clf__reg_lambda': 0.2804258355353945}"
52,XGB,12,12,0.2,0.2,0.1765,0.2308,0.2,0.2081,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 142, 'clf__max_depth': 10, 'clf__learning_rate': 0.0180201358766879, 'clf__subsample': 0.8622187118198225, 'clf__colsample_bytree': 0.730560329568539, 'clf__min_child_weight': 9, 'clf__gamma': 4.977235519549808, 'clf__reg_alpha': 1.9254572854581837, 'clf__reg_lambda': 0.4247374048384131}"
53,XGB,13,13,0.6842,0.5714,0.6667,0.5,0.6607,0.7841,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 331, 'clf__max_depth': 4, 'clf__learning_rate': 0.020094368655754577, 'clf__subsample': 0.6006556755488143, 'clf__colsample_bytree': 0.8817051620116376, 'clf__min_child_weight': 2, 'clf__gamma': 4.40011993172081, 'clf__reg_alpha': 0.9027097068339701, 'clf__reg_lambda': 1.7184213243465967}"
54,XGB,14,14,0.5,0.3333,0.75,0.2143,0.4667,0.7571,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 11, 'clf__learning_rate': 0.010032149653324045, 'clf__subsample': 0.7952691728566719, 'clf__colsample_bytree': 0.9853758643771009, 'clf__min_child_weight': 1, 'clf__gamma': 4.957256878052874, 'clf__reg_alpha': 1.8371158924575341, 'clf__reg_lambda': 1.420970871932437}"
55,XGB,15,15,0.4545,0.5714,1.0,0.4,0.4107,0.8,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 239, 'clf__max_depth': 11, 'clf__learning_rate': 0.04216402049089638, 'clf__subsample': 0.9398217735275168, 'clf__colsample_bytree': 0.6396747306998496, 'clf__min_child_weight': 4, 'clf__gamma': 4.384887705861005, 'clf__reg_alpha': 0.7910339368369643, 'clf__reg_lambda': 0.005335922554562611}"
56,XGB,16,16,0.7857,0.8421,1.0,0.7273,0.7544,1.0,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 11, 'clf__learning_rate': 0.025963498965790595, 'clf__subsample': 0.7025829288058572, 'clf__colsample_bytree': 0.7303356518758634, 'clf__min_child_weight': 4, 'clf__gamma': 3.0065293674415927, 'clf__reg_alpha': 1.6173647587818198, 'clf__reg_lambda': 1.6221690134645026}"
57,XGB,17,17,0.6667,0.7059,0.6667,0.75,0.6606,0.5536,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 92, 'clf__max_depth': 8, 'clf__learning_rate': 0.0359386352436008, 'clf__subsample': 0.6174664180055018, 'clf__colsample_bytree': 0.7174481549808911, 'clf__min_child_weight': 5, 'clf__gamma': 3.6626563175527656, 'clf__reg_alpha': 1.9121590620116973, 'clf__reg_lambda': 1.1657827413514512}"
58,XGB,18,18,0.8889,0.7778,0.6364,1.0,0.8519,0.9507,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 283, 'clf__max_depth': 7, 'clf__learning_rate': 0.07678027813442681, 'clf__subsample': 0.8735944471400651, 'clf__colsample_bytree': 0.6766867459746716, 'clf__min_child_weight': 1, 'clf__gamma': 4.764699512134676, 'clf__reg_alpha': 1.6610897891250336, 'clf__reg_lambda': 1.399430871912684}"
59,XGB,19,19,0.6923,0.6,0.4286,1.0,0.675,0.6667,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 53, 'clf__max_depth': 10, 'clf__learning_rate': 0.027019147914723145, 'clf__subsample': 0.9951056518080925, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 6, 'clf__gamma': 2.1754150139466586, 'clf__reg_alpha': 1.349983824821964, 'clf__reg_lambda': 0.0071671137296066625}"
60,XGB,20,20,0.5833,0.4444,0.6667,0.3333,0.5556,0.8889,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 58, 'clf__max_depth': 10, 'clf__learning_rate': 0.034100983771224405, 'clf__subsample': 0.7746988950134983, 'clf__colsample_bytree': 0.7839944835498075, 'clf__min_child_weight': 8, 'clf__gamma': 2.360612875880239, 'clf__reg_alpha': 0.012910947306901552, 'clf__reg_lambda': 0.7447083355843243}"
61,XGB,21,21,0.7857,0.8,0.6667,1.0,0.7846,0.8958,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 4, 'clf__learning_rate': 0.010706865622352273, 'clf__subsample': 0.7102466092470499, 'clf__colsample_bytree': 0.803298489717165, 'clf__min_child_weight': 5, 'clf__gamma': 3.7529121749056964, 'clf__reg_alpha': 1.8469287386843622, 'clf__reg_lambda': 0.36046182516894876}"
62,XGB,22,22,0.7097,0.5714,0.4,1.0,0.676,0.9133,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 52, 'clf__max_depth': 10, 'clf__learning_rate': 0.03324055826093337, 'clf__subsample': 0.9989778774182202, 'clf__colsample_bytree': 0.6075182773179265, 'clf__min_child_weight': 5, 'clf__gamma': 2.7161279181214786, 'clf__reg_alpha': 1.3105108459114867, 'clf__reg_lambda': 0.003314641032525563}"
63,XGB,23,23,0.7222,0.7826,0.9,0.6923,0.699,0.9385,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 53, 'clf__max_depth': 10, 'clf__learning_rate': 0.027019147914723145, 'clf__subsample': 0.9951056518080925, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 6, 'clf__gamma': 2.1754150139466586, 'clf__reg_alpha': 1.349983824821964, 'clf__reg_lambda': 0.0071671137296066625}"
64,XGB,24,24,0.6818,0.5882,0.5556,0.625,0.6645,0.8571,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 251, 'clf__max_depth': 9, 'clf__learning_rate': 0.016303076405648913, 'clf__subsample': 0.9729075405653829, 'clf__colsample_bytree': 0.722466874080238, 'clf__min_child_weight': 7, 'clf__gamma': 3.9378874408594107, 'clf__reg_alpha': 1.0667656645609194, 'clf__reg_lambda': 1.1969074098907946}"
65,XGB,25,25,0.7097,0.5263,1.0,0.3571,0.6585,0.9538,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 327, 'clf__max_depth': 5, 'clf__learning_rate': 0.04971217583935504, 'clf__subsample': 0.9352002120116251, 'clf__colsample_bytree': 0.8615350814281791, 'clf__min_child_weight': 1, 'clf__gamma': 4.991422341992857, 'clf__reg_alpha': 1.7455649215063118, 'clf__reg_lambda': 1.9925064119219773}"
66,XGB,26,26,0.84,0.3333,0.5,0.25,0.6212,0.9286,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 109, 'clf__max_depth': 3, 'clf__learning_rate': 0.013950154305529552, 'clf__subsample': 0.976051624283122, 'clf__colsample_bytree': 0.653568381099955, 'clf__min_child_weight': 8, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.4056282977186014, 'clf__reg_lambda': 1.8140394728867433}"
67,XGB,27,27,0.8077,0.6875,0.5238,1.0,0.7743,0.918,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 127, 'clf__max_depth': 4, 'clf__learning_rate': 0.02683090794784617, 'clf__subsample': 0.6295115007101589, 'clf__colsample_bytree': 0.7175356113044309, 'clf__min_child_weight': 5, 'clf__gamma': 2.6529088505265728, 'clf__reg_alpha': 1.8405917886035872, 'clf__reg_lambda': 1.565845935807181}"
68,XGB,28,28,0.7647,0.7778,0.875,0.7,0.7639,0.9143,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 370, 'clf__max_depth': 9, 'clf__learning_rate': 0.02735527952315056, 'clf__subsample': 0.7956065225768149, 'clf__colsample_bytree': 0.8361848528008237, 'clf__min_child_weight': 3, 'clf__gamma': 4.0169595717443345, 'clf__reg_alpha': 1.2087822017003826, 'clf__reg_lambda': 1.882378188857589}"
69,XGB,29,29,0.6154,0.6154,0.8,0.5,0.6154,0.725,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 169, 'clf__max_depth': 7, 'clf__learning_rate': 0.015140464394738274, 'clf__subsample': 0.6448365044807103, 'clf__colsample_bytree': 0.7539796407337818, 'clf__min_child_weight': 1, 'clf__gamma': 4.362285078303195, 'clf__reg_alpha': 0.02197837848754225, 'clf__reg_lambda': 0.7030433162664234}"
