,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
10,RF,11,11,0.4444,0.5455,0.375,1.0,0.4156,0.4756,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 373, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
11,RF,12,12,0.2895,0.2286,0.2105,0.25,0.285,0.2699,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 454, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
12,RF,13,13,0.6667,0.5556,0.625,0.5,0.6444,0.6857,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
13,RF,14,14,0.8,0.8,0.9231,0.7059,0.8,0.8371,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 407, 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
14,RF,15,15,0.7143,0.8182,1.0,0.6923,0.5758,0.7692,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 401, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
15,RF,16,16,0.8889,0.9231,0.9231,0.9231,0.8615,0.8462,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 295, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
16,RF,17,17,0.6316,0.6667,0.5833,0.7778,0.6275,0.5778,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 80, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
17,RF,18,18,0.8667,0.75,0.6,1.0,0.8295,0.9352,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 397, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
18,RF,19,19,0.6875,0.6154,0.4444,1.0,0.6761,0.9583,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 436, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
19,RF,20,20,0.5,0.3333,0.4,0.2857,0.4667,0.6508,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 289, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
20,RF,21,21,0.7059,0.7368,0.5833,1.0,0.7018,0.8714,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 263, 'clf__max_depth': 18, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
21,RF,22,22,0.6923,0.5385,0.3684,1.0,0.6538,0.9062,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
22,RF,23,23,0.9565,0.9714,0.9444,1.0,0.9403,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 102, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
23,RF,24,24,0.8214,0.7826,0.6923,0.9,0.8155,0.85,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 423, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
24,RF,25,25,0.6667,0.4348,1.0,0.2778,0.5992,0.9921,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 314, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
25,RF,26,26,0.8125,0.5,0.5,0.5,0.6923,0.9167,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 342, 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
26,RF,27,27,0.803,0.6829,0.5185,1.0,0.77,0.9519,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 377, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
27,RF,28,28,0.8571,0.8889,0.8,1.0,0.8444,0.8704,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 324, 'clf__max_depth': 4, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
28,RF,29,29,0.6471,0.6667,0.75,0.6,0.6458,0.7143,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
29,RF,30,30,0.6522,0.7143,1.0,0.5556,0.6349,0.9,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 373, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
30,RF,31,31,0.75,0.625,0.5556,0.7143,0.7188,0.7227,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
31,RF,32,32,0.6923,0.6,0.4286,1.0,0.675,0.8333,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 93, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3636,0.0,0.0,0.0,0.2667,0.2991,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 358, 'clf__max_depth': 4, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.9444,0.8,1.0,0.6667,0.8839,1.0,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 356, 'clf__max_depth': 5, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
34,RF,35,35,0.2,0.0769,1.0,0.04,0.1855,0.424,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
35,RF,36,36,0.6786,0.7429,0.5909,1.0,0.6571,0.9077,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 86, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6562,0.7317,0.5769,1.0,0.6267,0.8235,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 360, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
37,RF,38,38,0.95,0.963,0.9286,1.0,0.943,0.9451,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 373, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7059,0.7826,0.8182,0.75,0.664,0.85,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 375, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.8947,0.5455,0.5455,0.5455,0.743,0.9426,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 383, 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.7895,0.8333,0.8333,0.8333,0.7738,0.8095,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 375, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.6522,0.5,1.0,0.3333,0.6167,0.7652,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 500, 'clf__max_depth': 5, 'clf__learning_rate': 0.010047439556937173, 'clf__subsample': 0.7838513090104167, 'clf__colsample_bytree': 0.7600558699271188, 'clf__min_child_weight': 10, 'clf__gamma': 4.669883599468237, 'clf__reg_alpha': 1.7864156913504563, 'clf__reg_lambda': 0.2668595774714359}"
42,XGB,2,2,0.7647,0.7143,0.5556,1.0,0.7571,0.9167,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 267, 'clf__max_depth': 10, 'clf__learning_rate': 0.01702673493536502, 'clf__subsample': 0.9918951350472399, 'clf__colsample_bytree': 0.6020539271671543, 'clf__min_child_weight': 3, 'clf__gamma': 3.9951934417331, 'clf__reg_alpha': 1.222779355127024, 'clf__reg_lambda': 0.3166766454060937}"
43,XGB,3,3,0.8,0.5714,0.6667,0.5,0.7205,0.8352,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 78, 'clf__max_depth': 5, 'clf__learning_rate': 0.021545595074118067, 'clf__subsample': 0.9752453271061196, 'clf__colsample_bytree': 0.6828262250122428, 'clf__min_child_weight': 10, 'clf__gamma': 3.113333279927134, 'clf__reg_alpha': 1.4289424663030175, 'clf__reg_lambda': 0.720127724171742}"
44,XGB,4,4,0.8889,0.8889,0.8571,0.9231,0.8889,0.9011,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 294, 'clf__max_depth': 4, 'clf__learning_rate': 0.03089995551709999, 'clf__subsample': 0.9227274303968103, 'clf__colsample_bytree': 0.774133279503395, 'clf__min_child_weight': 9, 'clf__gamma': 3.8380551868779453, 'clf__reg_alpha': 1.7695892612937132, 'clf__reg_lambda': 1.0339184419100722}"
45,XGB,5,5,0.625,0.5714,1.0,0.4,0.619,0.8667,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 177, 'clf__max_depth': 5, 'clf__learning_rate': 0.03850333921826807, 'clf__subsample': 0.6058705165994757, 'clf__colsample_bytree': 0.6405494731009442, 'clf__min_child_weight': 7, 'clf__gamma': 4.328745503211001, 'clf__reg_alpha': 1.198094175080369, 'clf__reg_lambda': 0.6831138755651189}"
46,XGB,6,6,0.8286,0.7,0.7778,0.6364,0.79,0.9356,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 234, 'clf__max_depth': 4, 'clf__learning_rate': 0.011835408348196887, 'clf__subsample': 0.9717085921262473, 'clf__colsample_bytree': 0.6043949105410859, 'clf__min_child_weight': 1, 'clf__gamma': 4.74343765211092, 'clf__reg_alpha': 1.7957601187209948, 'clf__reg_lambda': 1.6825823901786516}"
47,XGB,7,7,0.8636,0.8421,0.8889,0.8,0.8611,0.925,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 261, 'clf__max_depth': 4, 'clf__learning_rate': 0.029127710930961302, 'clf__subsample': 0.8213411587961188, 'clf__colsample_bytree': 0.6846000663757043, 'clf__min_child_weight': 2, 'clf__gamma': 4.484000198811029, 'clf__reg_alpha': 1.6819801056727988, 'clf__reg_lambda': 0.8036424397080393}"
48,XGB,8,8,0.7,0.6667,0.75,0.6,0.697,0.78,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 167, 'clf__max_depth': 9, 'clf__learning_rate': 0.05992276569443034, 'clf__subsample': 0.8173638013273287, 'clf__colsample_bytree': 0.6980621317701139, 'clf__min_child_weight': 4, 'clf__gamma': 4.9923905037153675, 'clf__reg_alpha': 0.7997379907567275, 'clf__reg_lambda': 0.24550497687296746}"
49,XGB,9,9,0.7632,0.7805,0.8889,0.6957,0.7617,0.8986,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 340, 'clf__max_depth': 4, 'clf__learning_rate': 0.019653741423655925, 'clf__subsample': 0.8776629508867418, 'clf__colsample_bytree': 0.636858192669485, 'clf__min_child_weight': 10, 'clf__gamma': 3.716671434851786, 'clf__reg_alpha': 0.7294513479154743, 'clf__reg_lambda': 0.7514685251702732}"
50,XGB,10,10,0.6452,0.56,0.875,0.4118,0.6314,0.7773,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 208, 'clf__max_depth': 3, 'clf__learning_rate': 0.018700543158202566, 'clf__subsample': 0.6266665077554704, 'clf__colsample_bytree': 0.7794337993321672, 'clf__min_child_weight': 6, 'clf__gamma': 4.812918892153789, 'clf__reg_alpha': 0.6907422196113026, 'clf__reg_lambda': 1.106807458209008}"
51,XGB,11,11,0.5556,0.4444,0.381,0.5333,0.537,0.6578,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 176, 'clf__max_depth': 8, 'clf__learning_rate': 0.010138593436510086, 'clf__subsample': 0.9736525153134206, 'clf__colsample_bytree': 0.7082297433434511, 'clf__min_child_weight': 10, 'clf__gamma': 3.3891947025211397, 'clf__reg_alpha': 1.6846204387227415, 'clf__reg_lambda': 0.09640966661532847}"
52,XGB,12,12,0.4737,0.4737,0.4091,0.5625,0.4737,0.358,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 156, 'clf__max_depth': 9, 'clf__learning_rate': 0.0368659395129204, 'clf__subsample': 0.933772722800664, 'clf__colsample_bytree': 0.7432953946789684, 'clf__min_child_weight': 5, 'clf__gamma': 4.228661384908264, 'clf__reg_alpha': 1.5917548872039646, 'clf__reg_lambda': 0.5583496798102953}"
53,XGB,13,13,0.5833,0.375,0.5,0.3,0.5312,0.6643,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 79, 'clf__max_depth': 3, 'clf__learning_rate': 0.1360277902636189, 'clf__subsample': 0.9251121320433306, 'clf__colsample_bytree': 0.6002745406581019, 'clf__min_child_weight': 8, 'clf__gamma': 4.020522582075148, 'clf__reg_alpha': 0.8454264296600421, 'clf__reg_lambda': 1.1213670360854457}"
54,XGB,14,14,0.7667,0.7586,0.9167,0.6471,0.7664,0.914,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 3, 'clf__learning_rate': 0.01901460653822871, 'clf__subsample': 0.9206338626874835, 'clf__colsample_bytree': 0.8751895183120099, 'clf__min_child_weight': 1, 'clf__gamma': 0.8716297426463928, 'clf__reg_alpha': 1.1685096439519749, 'clf__reg_lambda': 0.9966592857832373}"
55,XGB,15,15,0.5714,0.7,1.0,0.5385,0.475,0.8462,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 409, 'clf__max_depth': 9, 'clf__learning_rate': 0.03842712347744366, 'clf__subsample': 0.9019724333783579, 'clf__colsample_bytree': 0.8684727304310846, 'clf__min_child_weight': 3, 'clf__gamma': 3.2802191721076817, 'clf__reg_alpha': 1.6155496613244227, 'clf__reg_lambda': 1.16753805372604}"
56,XGB,16,16,0.7222,0.8,0.8333,0.7692,0.6727,0.8,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 144, 'clf__max_depth': 3, 'clf__learning_rate': 0.06189179940531082, 'clf__subsample': 0.6153098763841317, 'clf__colsample_bytree': 0.8094036114182521, 'clf__min_child_weight': 8, 'clf__gamma': 3.4855160962378697, 'clf__reg_alpha': 1.9929638090390496, 'clf__reg_lambda': 0.6262545389437056}"
57,XGB,17,17,0.6316,0.6667,0.5833,0.7778,0.6275,0.5444,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 5, 'clf__learning_rate': 0.01841671070459964, 'clf__subsample': 0.6131411735650635, 'clf__colsample_bytree': 0.6598812527900951, 'clf__min_child_weight': 2, 'clf__gamma': 4.892813533430462, 'clf__reg_alpha': 1.7864446975626918, 'clf__reg_lambda': 1.9870033361009973}"
58,XGB,18,18,0.8889,0.7826,0.6429,1.0,0.854,0.9198,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 461, 'clf__max_depth': 10, 'clf__learning_rate': 0.01514523400945179, 'clf__subsample': 0.7959688817504567, 'clf__colsample_bytree': 0.6246663471309958, 'clf__min_child_weight': 3, 'clf__gamma': 4.468746284515307, 'clf__reg_alpha': 1.4473701073301346, 'clf__reg_lambda': 1.4920038371330908}"
59,XGB,19,19,0.6875,0.6154,0.4444,1.0,0.6761,0.8958,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 11, 'clf__learning_rate': 0.01628107335987229, 'clf__subsample': 0.7404011074769415, 'clf__colsample_bytree': 0.6498270502246748, 'clf__min_child_weight': 5, 'clf__gamma': 0.315509749650903, 'clf__reg_alpha': 0.10592033079325741, 'clf__reg_lambda': 0.31178725210433034}"
60,XGB,20,20,0.5625,0.3636,0.5,0.2857,0.5152,0.619,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 339, 'clf__max_depth': 4, 'clf__learning_rate': 0.013950154305529552, 'clf__subsample': 0.8424885559271483, 'clf__colsample_bytree': 0.7778992100991772, 'clf__min_child_weight': 4, 'clf__gamma': 4.257356478556524, 'clf__reg_alpha': 1.698857758591168, 'clf__reg_lambda': 0.6509533314575768}"
61,XGB,21,21,0.7647,0.7778,0.6364,1.0,0.7639,0.8929,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 9, 'clf__learning_rate': 0.02401811936903686, 'clf__subsample': 0.819226074427477, 'clf__colsample_bytree': 0.6961412667067345, 'clf__min_child_weight': 6, 'clf__gamma': 4.4519404365242305, 'clf__reg_alpha': 0.8207705965740271, 'clf__reg_lambda': 1.6090670193443657}"
62,XGB,22,22,0.6923,0.5385,0.3684,1.0,0.6538,0.9107,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 81, 'clf__max_depth': 9, 'clf__learning_rate': 0.022178334902626665, 'clf__subsample': 0.6403505834894151, 'clf__colsample_bytree': 0.942918260788226, 'clf__min_child_weight': 3, 'clf__gamma': 4.609299454709494, 'clf__reg_alpha': 1.7220492414102422, 'clf__reg_lambda': 1.13480829743687}"
63,XGB,23,23,0.8696,0.9091,0.9375,0.8824,0.8392,0.9118,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 10, 'clf__learning_rate': 0.011029539618590161, 'clf__subsample': 0.9947127635757649, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 5, 'clf__gamma': 4.994720633222883, 'clf__reg_alpha': 1.3660681759802678, 'clf__reg_lambda': 1.9449454545330427}"
64,XGB,24,24,0.7143,0.6667,0.5714,0.8,0.7083,0.8444,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 196, 'clf__max_depth': 7, 'clf__learning_rate': 0.06662612364833201, 'clf__subsample': 0.8435812686176722, 'clf__colsample_bytree': 0.6630315659316045, 'clf__min_child_weight': 4, 'clf__gamma': 4.81093451459816, 'clf__reg_alpha': 0.7963417552414993, 'clf__reg_lambda': 1.7644878026711492}"
65,XGB,25,25,0.6154,0.2857,1.0,0.1667,0.5113,0.9577,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 10, 'clf__learning_rate': 0.21177862539705622, 'clf__subsample': 0.7466376099875507, 'clf__colsample_bytree': 0.7323654157905497, 'clf__min_child_weight': 5, 'clf__gamma': 4.49389141789241, 'clf__reg_alpha': 1.5196245933035732, 'clf__reg_lambda': 1.339329850941872}"
66,XGB,26,26,0.8438,0.6154,0.5714,0.6667,0.7587,0.9231,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 74, 'clf__max_depth': 3, 'clf__learning_rate': 0.025434491112424705, 'clf__subsample': 0.6620371589545125, 'clf__colsample_bytree': 0.631451586759689, 'clf__min_child_weight': 2, 'clf__gamma': 4.395107247553494, 'clf__reg_alpha': 1.567455869271697, 'clf__reg_lambda': 1.7267471975248174}"
67,XGB,27,27,0.7727,0.6512,0.4828,1.0,0.7413,0.9231,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 368, 'clf__max_depth': 10, 'clf__learning_rate': 0.012999458054619939, 'clf__subsample': 0.9517309738268963, 'clf__colsample_bytree': 0.6280459985034308, 'clf__min_child_weight': 2, 'clf__gamma': 4.933737567582165, 'clf__reg_alpha': 1.8022986824702434, 'clf__reg_lambda': 1.8721168637402736}"
68,XGB,28,28,0.9048,0.9231,0.8571,1.0,0.899,0.8148,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 306, 'clf__max_depth': 7, 'clf__learning_rate': 0.014415722008584396, 'clf__subsample': 0.9262661103323437, 'clf__colsample_bytree': 0.9731542546572084, 'clf__min_child_weight': 10, 'clf__gamma': 4.047142130881366, 'clf__reg_alpha': 0.9192058094718274, 'clf__reg_lambda': 1.663880216994309}"
69,XGB,29,29,0.6471,0.6667,0.75,0.6,0.6458,0.7571,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 71, 'clf__max_depth': 7, 'clf__learning_rate': 0.06930891177814222, 'clf__subsample': 0.7465624652952672, 'clf__colsample_bytree': 0.7913345871073897, 'clf__min_child_weight': 10, 'clf__gamma': 4.6116055805351674, 'clf__reg_alpha': 0.7335232284649713, 'clf__reg_lambda': 0.16867600638913416}"
