,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
16,RF,17,17,0.6923,0.7333,0.6471,0.8462,0.6848,0.5562,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
17,RF,18,18,0.9,0.8125,0.6842,1.0,0.8722,0.9362,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
18,RF,19,19,0.6818,0.6316,0.4615,1.0,0.6758,0.9167,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
19,RF,20,20,0.4545,0.25,0.3333,0.2,0.4107,0.65,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 219, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
20,RF,21,21,0.7083,0.72,0.5625,1.0,0.7078,0.9111,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 339, 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
21,RF,22,22,0.6981,0.5556,0.3846,1.0,0.6635,0.8884,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
22,RF,23,23,0.9032,0.9362,0.9167,0.9565,0.8681,0.9891,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
23,RF,24,24,0.7895,0.7647,0.619,1.0,0.7871,0.8369,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 281, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.7736,0.6667,1.0,0.5,0.7476,0.9296,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 7, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
25,RF,26,26,0.814,0.5,0.5,0.5,0.6929,0.8964,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 451, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
26,RF,27,27,0.7614,0.6441,0.475,1.0,0.7323,0.9397,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 360, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.8966,0.9189,0.85,1.0,0.888,0.8725,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 203, 'clf__max_depth': 9, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
28,RF,29,29,0.6957,0.72,0.8182,0.6429,0.6933,0.7619,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
29,RF,30,30,0.5,0.5556,1.0,0.3846,0.4921,0.7372,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
30,RF,31,31,0.6667,0.5217,0.4286,0.6667,0.633,0.8241,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 272, 'clf__max_depth': 14, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
31,RF,32,32,0.6667,0.625,0.4545,1.0,0.6625,0.7385,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 244, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3,0.0,0.0,0.0,0.2308,0.3348,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 103, 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
33,RF,34,34,0.8333,0.0,0.0,0.0,0.4545,0.9,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 404, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
34,RF,35,35,0.2683,0.1667,1.0,0.0909,0.2572,0.4053,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 56, 'clf__max_depth': 4, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
35,RF,36,36,0.6316,0.7083,0.5484,1.0,0.6042,0.9538,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 455, 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.6512,0.7273,0.5714,1.0,0.6217,0.763,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 402, 'clf__max_depth': 14, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
37,RF,38,38,0.8519,0.8947,0.8095,1.0,0.8224,0.9647,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 260, 'clf__max_depth': 17, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
38,RF,39,39,0.8261,0.8824,0.8333,0.9375,0.7745,0.8304,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 442, 'clf__max_depth': 5, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
39,RF,40,40,0.8976,0.5185,0.5385,0.5,0.7306,0.9147,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.6923,0.7647,0.6842,0.8667,0.6601,0.7333,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 354, 'clf__max_depth': 5, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
41,XGB,1,1,0.6452,0.4762,1.0,0.3125,0.6039,0.8208,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 125, 'clf__max_depth': 6, 'clf__learning_rate': 0.027758937559012462, 'clf__subsample': 0.753540760510931, 'clf__colsample_bytree': 0.7184222644333614, 'clf__min_child_weight': 7, 'clf__gamma': 2.959028390798663, 'clf__reg_alpha': 1.9767423915837425, 'clf__reg_lambda': 0.11444210711575487}"
42,XGB,2,2,0.7083,0.6957,0.5333,1.0,0.7078,0.8828,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 471, 'clf__max_depth': 3, 'clf__learning_rate': 0.025699205932998945, 'clf__subsample': 0.6349967590418889, 'clf__colsample_bytree': 0.8411468397479688, 'clf__min_child_weight': 7, 'clf__gamma': 4.70866379976588, 'clf__reg_alpha': 1.9991251315932945, 'clf__reg_lambda': 0.0012200791522560927}"
43,XGB,3,3,0.75,0.5833,0.5385,0.6364,0.7024,0.8777,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 196, 'clf__max_depth': 3, 'clf__learning_rate': 0.011894707787666377, 'clf__subsample': 0.8329458424842464, 'clf__colsample_bytree': 0.784856089027284, 'clf__min_child_weight': 4, 'clf__gamma': 4.234980666360228, 'clf__reg_alpha': 0.6835347470839792, 'clf__reg_lambda': 0.3378205086466657}"
44,XGB,4,4,0.8889,0.8947,0.8095,1.0,0.8885,0.9412,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
45,XGB,5,5,0.6818,0.6957,0.8,0.6154,0.6812,0.8376,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 291, 'clf__max_depth': 12, 'clf__learning_rate': 0.01108254266409984, 'clf__subsample': 0.7212371052833857, 'clf__colsample_bytree': 0.6921485570393564, 'clf__min_child_weight': 10, 'clf__gamma': 3.6633406084186877, 'clf__reg_alpha': 0.6643943603064383, 'clf__reg_lambda': 1.746402468101747}"
46,XGB,6,6,0.6809,0.2857,0.5,0.2,0.5401,0.8938,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 426, 'clf__max_depth': 8, 'clf__learning_rate': 0.016615602842198887, 'clf__subsample': 0.6153379069824159, 'clf__colsample_bytree': 0.8907346585985102, 'clf__min_child_weight': 7, 'clf__gamma': 4.688265478439818, 'clf__reg_alpha': 1.2595484395843548, 'clf__reg_lambda': 1.6847086628173926}"
47,XGB,7,7,0.7931,0.7692,0.7692,0.7692,0.7909,0.8798,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 212, 'clf__max_depth': 3, 'clf__learning_rate': 0.011131190094701881, 'clf__subsample': 0.7595519565932352, 'clf__colsample_bytree': 0.6645998162328413, 'clf__min_child_weight': 1, 'clf__gamma': 3.56276291767765, 'clf__reg_alpha': 1.6405051899352485, 'clf__reg_lambda': 1.9671357484018475}"
48,XGB,8,8,0.6071,0.56,0.6364,0.5,0.6026,0.7143,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 284, 'clf__max_depth': 3, 'clf__learning_rate': 0.010350803868326161, 'clf__subsample': 0.8132668382478316, 'clf__colsample_bytree': 0.6269344758951962, 'clf__min_child_weight': 10, 'clf__gamma': 4.991200388709324, 'clf__reg_alpha': 1.164217148674799, 'clf__reg_lambda': 0.9861908744517176}"
49,XGB,9,9,0.7843,0.807,0.8519,0.7667,0.7813,0.8794,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 310, 'clf__max_depth': 11, 'clf__learning_rate': 0.010056393475752079, 'clf__subsample': 0.687357392057264, 'clf__colsample_bytree': 0.7077327077282027, 'clf__min_child_weight': 9, 'clf__gamma': 4.403335536904807, 'clf__reg_alpha': 0.8668277187874333, 'clf__reg_lambda': 1.1472686902276874}"
50,XGB,10,10,0.8095,0.8333,0.8,0.8696,0.8056,0.9108,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 248, 'clf__max_depth': 6, 'clf__learning_rate': 0.015601604546007758, 'clf__subsample': 0.7608742470731585, 'clf__colsample_bytree': 0.7143769515272613, 'clf__min_child_weight': 3, 'clf__gamma': 4.305583163556966, 'clf__reg_alpha': 1.8648146924964863, 'clf__reg_lambda': 1.3731745873482546}"
51,XGB,11,11,0.6,0.4286,0.4091,0.45,0.5604,0.5613,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 3, 'clf__learning_rate': 0.01431717377474223, 'clf__subsample': 0.6982001192984852, 'clf__colsample_bytree': 0.6575575503426743, 'clf__min_child_weight': 9, 'clf__gamma': 3.413745473641801, 'clf__reg_alpha': 1.590680047039801, 'clf__reg_lambda': 1.5310044212467855}"
52,XGB,12,12,0.3654,0.3265,0.2857,0.381,0.3633,0.3164,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 237, 'clf__max_depth': 8, 'clf__learning_rate': 0.013305705362551138, 'clf__subsample': 0.849820595024333, 'clf__colsample_bytree': 0.62479881164552, 'clf__min_child_weight': 2, 'clf__gamma': 4.716157871158849, 'clf__reg_alpha': 1.9360702226961755, 'clf__reg_lambda': 1.6609832650178238}"
53,XGB,13,13,0.7188,0.64,0.6667,0.6154,0.7046,0.7773,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 103, 'clf__max_depth': 3, 'clf__learning_rate': 0.027299483637694157, 'clf__subsample': 0.8409465670479582, 'clf__colsample_bytree': 0.655874821874246, 'clf__min_child_weight': 1, 'clf__gamma': 3.8650059508969687, 'clf__reg_alpha': 1.839110027258638, 'clf__reg_lambda': 1.9334574289788684}"
54,XGB,14,14,0.561,0.5,0.6923,0.3913,0.5543,0.7633,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 347, 'clf__max_depth': 6, 'clf__learning_rate': 0.010248735148112519, 'clf__subsample': 0.8516000903917471, 'clf__colsample_bytree': 0.6566588154300799, 'clf__min_child_weight': 9, 'clf__gamma': 4.995257654881857, 'clf__reg_alpha': 0.5690740523622246, 'clf__reg_lambda': 1.377848360796024}"
55,XGB,15,15,0.6316,0.72,1.0,0.5625,0.5908,0.8958,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 313, 'clf__max_depth': 6, 'clf__learning_rate': 0.017964198261756006, 'clf__subsample': 0.9318503289251753, 'clf__colsample_bytree': 0.6868857063806688, 'clf__min_child_weight': 6, 'clf__gamma': 4.242927083674527, 'clf__reg_alpha': 0.7405655226686729, 'clf__reg_lambda': 1.6435194316002912}"
56,XGB,16,16,0.72,0.7879,0.8125,0.7647,0.6881,0.75,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 83, 'clf__max_depth': 7, 'clf__learning_rate': 0.02324922430037977, 'clf__subsample': 0.6299467278514526, 'clf__colsample_bytree': 0.6754626095662848, 'clf__min_child_weight': 5, 'clf__gamma': 4.066713038699811, 'clf__reg_alpha': 0.5755348759624415, 'clf__reg_lambda': 0.6243852041163118}"
57,XGB,17,17,0.6538,0.6897,0.625,0.7692,0.6492,0.5769,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 454, 'clf__max_depth': 10, 'clf__learning_rate': 0.019627308169109126, 'clf__subsample': 0.862960896366889, 'clf__colsample_bytree': 0.6711924554987351, 'clf__min_child_weight': 9, 'clf__gamma': 4.888414906536343, 'clf__reg_alpha': 0.4562997283612471, 'clf__reg_lambda': 1.958974213539361}"
58,XGB,18,18,0.9,0.8125,0.6842,1.0,0.8722,0.9247,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 112, 'clf__max_depth': 7, 'clf__learning_rate': 0.016511314391199756, 'clf__subsample': 0.9033004133419895, 'clf__colsample_bytree': 0.6491824778606792, 'clf__min_child_weight': 9, 'clf__gamma': 4.515314162437085, 'clf__reg_alpha': 1.473601029167654, 'clf__reg_lambda': 0.7753156454826363}"
59,XGB,19,19,0.6818,0.6316,0.4615,1.0,0.6758,0.8438,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 310, 'clf__max_depth': 10, 'clf__learning_rate': 0.05751401430523313, 'clf__subsample': 0.8965333055967624, 'clf__colsample_bytree': 0.6659359612571092, 'clf__min_child_weight': 4, 'clf__gamma': 4.993836901021426, 'clf__reg_alpha': 1.8913189603308096, 'clf__reg_lambda': 1.8140047105735115}"
60,XGB,20,20,0.5,0.3529,0.4286,0.3,0.4728,0.625,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 192, 'clf__max_depth': 9, 'clf__learning_rate': 0.09545503859410881, 'clf__subsample': 0.8052075216764337, 'clf__colsample_bytree': 0.6823480216175596, 'clf__min_child_weight': 3, 'clf__gamma': 4.3625996971836685, 'clf__reg_alpha': 1.8056550923613697, 'clf__reg_lambda': 1.9482694112032815}"
61,XGB,21,21,0.75,0.75,0.6,1.0,0.75,0.9222,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 273, 'clf__max_depth': 12, 'clf__learning_rate': 0.05092339220045507, 'clf__subsample': 0.9168546973262346, 'clf__colsample_bytree': 0.6929068273276775, 'clf__min_child_weight': 2, 'clf__gamma': 4.060822251081983, 'clf__reg_alpha': 1.8593175130225097, 'clf__reg_lambda': 1.3476993143155385}"
62,XGB,22,22,0.7358,0.5882,0.4167,1.0,0.6969,0.9047,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 128, 'clf__max_depth': 12, 'clf__learning_rate': 0.015972376243326262, 'clf__subsample': 0.6019896562758476, 'clf__colsample_bytree': 0.7491782589290408, 'clf__min_child_weight': 7, 'clf__gamma': 3.132394567758081, 'clf__reg_alpha': 1.6699618017259374, 'clf__reg_lambda': 0.6686448055927942}"
63,XGB,23,23,0.7742,0.8293,0.9444,0.7391,0.748,0.9457,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 12, 'clf__learning_rate': 0.03898586878921903, 'clf__subsample': 0.710160346039548, 'clf__colsample_bytree': 0.7661769360107897, 'clf__min_child_weight': 2, 'clf__gamma': 4.82983021540059, 'clf__reg_alpha': 1.9714879929705373, 'clf__reg_lambda': 0.9583696988668127}"
64,XGB,24,24,0.6579,0.48,0.5,0.4615,0.6125,0.76,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 141, 'clf__max_depth': 12, 'clf__learning_rate': 0.01330702399224698, 'clf__subsample': 0.6303006391363588, 'clf__colsample_bytree': 0.7641527184494723, 'clf__min_child_weight': 9, 'clf__gamma': 3.2319313364453657, 'clf__reg_alpha': 1.6908368769276028, 'clf__reg_lambda': 1.890486677388529}"
65,XGB,25,25,0.6981,0.5,1.0,0.3333,0.6419,0.944,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 345, 'clf__max_depth': 3, 'clf__learning_rate': 0.011661057954483522, 'clf__subsample': 0.7936674388091226, 'clf__colsample_bytree': 0.7805428800459546, 'clf__min_child_weight': 10, 'clf__gamma': 4.386101396960983, 'clf__reg_alpha': 1.9897778513797548, 'clf__reg_lambda': 1.0538948220088311}"
66,XGB,26,26,0.8372,0.6316,0.5455,0.75,0.7636,0.8786,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 180, 'clf__max_depth': 11, 'clf__learning_rate': 0.010183110185859452, 'clf__subsample': 0.8753634152558724, 'clf__colsample_bytree': 0.8516707183427931, 'clf__min_child_weight': 9, 'clf__gamma': 1.1166817264409121, 'clf__reg_alpha': 0.12825561849324302, 'clf__reg_lambda': 0.0040355479961894855}"
67,XGB,27,27,0.8182,0.7037,0.5429,1.0,0.7863,0.9458,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 93, 'clf__max_depth': 8, 'clf__learning_rate': 0.04764707555269799, 'clf__subsample': 0.729956787978359, 'clf__colsample_bytree': 0.6666326369671716, 'clf__min_child_weight': 2, 'clf__gamma': 4.505259759769516, 'clf__reg_alpha': 1.818466491006349, 'clf__reg_lambda': 0.7099287137879596}"
68,XGB,28,28,0.8621,0.8889,0.8421,0.9412,0.8535,0.8676,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 467, 'clf__max_depth': 5, 'clf__learning_rate': 0.016226654608549596, 'clf__subsample': 0.6264702468886507, 'clf__colsample_bytree': 0.6458230359485807, 'clf__min_child_weight': 7, 'clf__gamma': 4.666856414404299, 'clf__reg_alpha': 1.776388044579618, 'clf__reg_lambda': 0.7992729581927231}"
69,XGB,29,29,0.7391,0.75,0.9,0.6429,0.7386,0.8095,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 147, 'clf__max_depth': 8, 'clf__learning_rate': 0.011594095362045316, 'clf__subsample': 0.6965265139860342, 'clf__colsample_bytree': 0.9629204860326559, 'clf__min_child_weight': 8, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.7368171830477137, 'clf__reg_lambda': 1.644998605264595}"
