,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
16,RF,17,17,0.625,0.6667,0.6,0.75,0.619,0.5,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 475, 'clf__max_depth': 18, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
17,RF,18,18,0.9444,0.8889,0.8,1.0,0.9259,0.9464,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 385, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
18,RF,19,19,0.7143,0.5,0.3333,1.0,0.65,1.0,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 378, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
19,RF,20,20,0.6667,0.6667,0.6667,0.6667,0.6667,0.5556,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 377, 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
20,RF,21,21,0.7143,0.75,0.6,1.0,0.7083,0.75,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 372, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
21,RF,22,22,0.6875,0.5455,0.375,1.0,0.6537,0.8974,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 267, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
22,RF,23,23,1.0,1.0,1.0,1.0,1.0,1.0,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 378, 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
23,RF,24,24,0.8182,0.8,0.6667,1.0,0.8167,0.75,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 13, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.6875,0.4444,1.0,0.2857,0.6135,0.9683,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 423, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
25,RF,26,26,0.8462,0.5,0.5,0.5,0.7045,0.9545,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
26,RF,27,27,0.6923,0.6,0.4286,1.0,0.675,0.9083,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 291, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
27,RF,28,28,1.0,1.0,1.0,1.0,1.0,1.0,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
28,RF,29,29,0.7143,0.75,0.75,0.75,0.7083,0.9167,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 254, 'clf__max_depth': 4, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
29,RF,30,30,0.6667,0.7273,1.0,0.5714,0.6494,0.8571,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 473, 'clf__max_depth': 3, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
30,RF,31,31,0.7,0.5714,0.5,0.6667,0.6703,0.7619,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
31,RF,32,32,1.0,1.0,1.0,1.0,1.0,1.0,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 377, 'clf__max_depth': 17, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
32,RF,33,33,0.3333,0.25,0.25,0.25,0.325,0.3,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
33,RF,34,34,0.8571,0.0,0.0,0.0,0.4615,1.0,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 472, 'clf__max_depth': 9, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
34,RF,35,35,0.25,0.1818,1.0,0.1,0.2448,0.55,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 108, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
35,RF,36,36,0.6364,0.7143,0.5556,1.0,0.6071,0.9333,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 89, 'clf__max_depth': 9, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
36,RF,37,37,0.6154,0.7059,0.5455,1.0,0.5752,0.6429,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 51, 'clf__max_depth': 16, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
37,RF,38,38,1.0,1.0,1.0,1.0,1.0,1.0,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 262, 'clf__max_depth': 5, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
38,RF,39,39,0.8571,0.9091,0.8333,1.0,0.7879,0.8,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 447, 'clf__max_depth': 5, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
39,RF,40,40,0.8684,0.4444,0.4,0.5,0.6849,0.9338,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
40,RF,41,41,0.625,0.7273,0.6667,0.8,0.5636,0.7333,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 481, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}"
41,XGB,1,1,0.5556,0.5,0.6667,0.4,0.55,0.75,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 383, 'clf__max_depth': 8, 'clf__learning_rate': 0.023787787521199727, 'clf__subsample': 0.6782632146525217, 'clf__colsample_bytree': 0.9462176796688317, 'clf__min_child_weight': 8, 'clf__gamma': 4.599795562251823, 'clf__reg_alpha': 1.2138455477299845, 'clf__reg_lambda': 1.5658743873934298}"
42,XGB,2,2,0.5714,0.4,0.3333,0.5,0.5333,0.8,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 3, 'clf__learning_rate': 0.06911602268542313, 'clf__subsample': 0.9357077234426565, 'clf__colsample_bytree': 0.6708265583267424, 'clf__min_child_weight': 4, 'clf__gamma': 4.393783262050875, 'clf__reg_alpha': 0.5695433687309946, 'clf__reg_lambda': 0.9738916803457232}"
43,XGB,3,3,0.75,0.4,0.5,0.3333,0.6211,0.8889,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 79, 'clf__max_depth': 8, 'clf__learning_rate': 0.035450432855103506, 'clf__subsample': 0.7978642495592329, 'clf__colsample_bytree': 0.6664607084923506, 'clf__min_child_weight': 1, 'clf__gamma': 4.973833239454635, 'clf__reg_alpha': 1.8942605875061231, 'clf__reg_lambda': 0.9745270449870339}"
44,XGB,4,4,0.8182,0.8333,0.7143,1.0,0.8167,0.9333,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 108, 'clf__max_depth': 4, 'clf__learning_rate': 0.06636660359026948, 'clf__subsample': 0.702115722517257, 'clf__colsample_bytree': 0.8055981746069157, 'clf__min_child_weight': 6, 'clf__gamma': 3.8800886382428894, 'clf__reg_alpha': 1.7161554497725164, 'clf__reg_lambda': 1.477841717195713}"
45,XGB,5,5,0.5714,0.4,1.0,0.25,0.5333,0.9167,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 218, 'clf__max_depth': 11, 'clf__learning_rate': 0.05342410858019812, 'clf__subsample': 0.6205402852031984, 'clf__colsample_bytree': 0.8662664452293212, 'clf__min_child_weight': 8, 'clf__gamma': 4.05231812596237, 'clf__reg_alpha': 1.8051677402738033, 'clf__reg_lambda': 1.3733536297173488}"
46,XGB,6,6,0.7857,0.5714,0.6667,0.5,0.7143,0.825,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 8, 'clf__learning_rate': 0.013827678903696572, 'clf__subsample': 0.9303215852642001, 'clf__colsample_bytree': 0.6941040057842774, 'clf__min_child_weight': 7, 'clf__gamma': 3.413745473641801, 'clf__reg_alpha': 0.7485036760410548, 'clf__reg_lambda': 1.1055747255845465}"
47,XGB,7,7,0.8889,0.8571,1.0,0.75,0.8831,1.0,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 276, 'clf__max_depth': 4, 'clf__learning_rate': 0.01847198100193962, 'clf__subsample': 0.717344902773014, 'clf__colsample_bytree': 0.6811934820976875, 'clf__min_child_weight': 3, 'clf__gamma': 3.957106908118672, 'clf__reg_alpha': 0.8619247307994454, 'clf__reg_lambda': 0.7832527597070092}"
48,XGB,8,8,0.625,0.4,1.0,0.25,0.5636,0.6875,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 249, 'clf__max_depth': 5, 'clf__learning_rate': 0.08906278519558802, 'clf__subsample': 0.6589795284909802, 'clf__colsample_bytree': 0.8810089561145412, 'clf__min_child_weight': 2, 'clf__gamma': 4.976656304529966, 'clf__reg_alpha': 1.833518768768733, 'clf__reg_lambda': 0.3153193677881263}"
49,XGB,9,9,0.8,0.8421,0.8,0.8889,0.7847,0.8148,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
50,XGB,10,10,0.6154,0.6154,0.6667,0.5714,0.6154,0.8333,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 138, 'clf__max_depth': 8, 'clf__learning_rate': 0.1444169694265362, 'clf__subsample': 0.8295020337565497, 'clf__colsample_bytree': 0.6270104083446317, 'clf__min_child_weight': 4, 'clf__gamma': 4.152184827329841, 'clf__reg_alpha': 1.169662527322097, 'clf__reg_lambda': 0.015385678358592149}"
51,XGB,11,11,0.3889,0.1538,0.1429,0.1667,0.3378,0.3611,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 284, 'clf__max_depth': 9, 'clf__learning_rate': 0.013905399747939997, 'clf__subsample': 0.7478682595197415, 'clf__colsample_bytree': 0.6369659736362614, 'clf__min_child_weight': 6, 'clf__gamma': 3.422324165894857, 'clf__reg_alpha': 1.4263046649801097, 'clf__reg_lambda': 1.409842286668095}"
52,XGB,12,12,0.1333,0.0,0.0,0.0,0.1176,0.0926,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 153, 'clf__max_depth': 6, 'clf__learning_rate': 0.0733667209097352, 'clf__subsample': 0.6922800543463151, 'clf__colsample_bytree': 0.7166350716889853, 'clf__min_child_weight': 9, 'clf__gamma': 3.6386877683560526, 'clf__reg_alpha': 1.9655368883346502, 'clf__reg_lambda': 1.808982905613443}"
53,XGB,13,13,0.8,0.6667,1.0,0.5,0.7619,0.7083,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 450, 'clf__max_depth': 11, 'clf__learning_rate': 0.0841757528400123, 'clf__subsample': 0.975100705541199, 'clf__colsample_bytree': 0.6230364147633892, 'clf__min_child_weight': 8, 'clf__gamma': 4.581297382713064, 'clf__reg_alpha': 1.4264621520010539, 'clf__reg_lambda': 0.005335922554562611}"
54,XGB,14,14,0.6667,0.6,1.0,0.4286,0.6571,0.8571,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 497, 'clf__max_depth': 4, 'clf__learning_rate': 0.013294251552729295, 'clf__subsample': 0.6835279637113799, 'clf__colsample_bytree': 0.7459319938994073, 'clf__min_child_weight': 5, 'clf__gamma': 4.681780887569398, 'clf__reg_alpha': 1.3246219249010052, 'clf__reg_lambda': 1.7155307500438035}"
55,XGB,15,15,0.8333,0.8889,1.0,0.8,0.7778,0.8,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 244, 'clf__max_depth': 12, 'clf__learning_rate': 0.017095414131768086, 'clf__subsample': 0.8116899377610773, 'clf__colsample_bytree': 0.7740072974660847, 'clf__min_child_weight': 2, 'clf__gamma': 3.905016810456029, 'clf__reg_alpha': 1.4701583944136396, 'clf__reg_lambda': 0.11280257936502786}"
56,XGB,16,16,1.0,1.0,1.0,1.0,1.0,1.0,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 499, 'clf__max_depth': 9, 'clf__learning_rate': 0.02543592806767532, 'clf__subsample': 0.7873032801992441, 'clf__colsample_bytree': 0.8096929801172034, 'clf__min_child_weight': 7, 'clf__gamma': 4.340420876490537, 'clf__reg_alpha': 1.302031606343189, 'clf__reg_lambda': 1.5762697177457778}"
57,XGB,17,17,0.625,0.6667,0.6,0.75,0.619,0.375,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 338, 'clf__max_depth': 4, 'clf__learning_rate': 0.012416222344214403, 'clf__subsample': 0.8910244795049809, 'clf__colsample_bytree': 0.734696182143529, 'clf__min_child_weight': 10, 'clf__gamma': 4.920708223961868, 'clf__reg_alpha': 1.1428195825934662, 'clf__reg_lambda': 1.0395915501076223}"
58,XGB,18,18,0.9444,0.8889,0.8,1.0,0.9259,0.9464,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 384, 'clf__max_depth': 3, 'clf__learning_rate': 0.014320753996472377, 'clf__subsample': 0.8504828716652941, 'clf__colsample_bytree': 0.6598883660842176, 'clf__min_child_weight': 8, 'clf__gamma': 4.976102598926968, 'clf__reg_alpha': 0.5168921064625144, 'clf__reg_lambda': 1.9885666327637723}"
59,XGB,19,19,0.7143,0.5,0.3333,1.0,0.65,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 55, 'clf__max_depth': 7, 'clf__learning_rate': 0.09380083603137766, 'clf__subsample': 0.7936674388091226, 'clf__colsample_bytree': 0.6306970029723735, 'clf__min_child_weight': 7, 'clf__gamma': 4.722428355463415, 'clf__reg_alpha': 0.6177209238242377, 'clf__reg_lambda': 0.8856115110183128}"
60,XGB,20,20,0.6667,0.6667,0.6667,0.6667,0.6667,0.5556,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 394, 'clf__max_depth': 6, 'clf__learning_rate': 0.025454714715397335, 'clf__subsample': 0.8745122966257034, 'clf__colsample_bytree': 0.7140123028964546, 'clf__min_child_weight': 8, 'clf__gamma': 4.207576042537368, 'clf__reg_alpha': 1.244676650954456, 'clf__reg_lambda': 1.0780752102054376}"
61,XGB,21,21,0.7143,0.75,0.6,1.0,0.7083,0.8333,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 289, 'clf__max_depth': 7, 'clf__learning_rate': 0.015919030005631645, 'clf__subsample': 0.6912529530473036, 'clf__colsample_bytree': 0.8303287175587706, 'clf__min_child_weight': 8, 'clf__gamma': 4.6684926886120905, 'clf__reg_alpha': 1.7194467103825688, 'clf__reg_lambda': 0.7629517140129105}"
62,XGB,22,22,0.6875,0.5455,0.375,1.0,0.6537,0.8974,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 345, 'clf__max_depth': 7, 'clf__learning_rate': 0.02808495482498654, 'clf__subsample': 0.7715825563190726, 'clf__colsample_bytree': 0.6976176780798237, 'clf__min_child_weight': 8, 'clf__gamma': 3.413745473641801, 'clf__reg_alpha': 1.658461309321166, 'clf__reg_lambda': 0.5592831174696186}"
63,XGB,23,23,0.8889,0.9231,1.0,0.8571,0.8615,1.0,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 332, 'clf__max_depth': 7, 'clf__learning_rate': 0.02430512158969185, 'clf__subsample': 0.9387531163976717, 'clf__colsample_bytree': 0.9992062925899449, 'clf__min_child_weight': 4, 'clf__gamma': 4.1821194023883885, 'clf__reg_alpha': 0.7610490184383559, 'clf__reg_lambda': 1.3906334886981642}"
64,XGB,24,24,0.7273,0.6667,0.6,0.75,0.7179,0.7857,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 6, 'clf__learning_rate': 0.010095931403501944, 'clf__subsample': 0.7432444293486234, 'clf__colsample_bytree': 0.6487140647538201, 'clf__min_child_weight': 10, 'clf__gamma': 0.9241685117155557, 'clf__reg_alpha': 0.3869141165626201, 'clf__reg_lambda': 0.1386849312925974}"
65,XGB,25,25,0.75,0.6,1.0,0.4286,0.7091,0.9206,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 52, 'clf__max_depth': 10, 'clf__learning_rate': 0.03324055826093337, 'clf__subsample': 0.9989778774182202, 'clf__colsample_bytree': 0.6075182773179265, 'clf__min_child_weight': 5, 'clf__gamma': 2.7161279181214786, 'clf__reg_alpha': 1.3105108459114867, 'clf__reg_lambda': 0.003314641032525563}"
66,XGB,26,26,0.8462,0.5,0.5,0.5,0.7045,0.9545,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 120, 'clf__max_depth': 5, 'clf__learning_rate': 0.029592639219624822, 'clf__subsample': 0.7617089706254295, 'clf__colsample_bytree': 0.8911310003809938, 'clf__min_child_weight': 1, 'clf__gamma': 4.720360498825514, 'clf__reg_alpha': 0.17967905190411176, 'clf__reg_lambda': 0.29001056356398836}"
67,XGB,27,27,0.8077,0.7059,0.5455,1.0,0.7815,0.9625,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 311, 'clf__max_depth': 8, 'clf__learning_rate': 0.07635565747248238, 'clf__subsample': 0.8321408299706108, 'clf__colsample_bytree': 0.6600399599384547, 'clf__min_child_weight': 5, 'clf__gamma': 4.77665001056032, 'clf__reg_alpha': 0.912986510909326, 'clf__reg_lambda': 1.8442156510126322}"
68,XGB,28,28,1.0,1.0,1.0,1.0,1.0,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 6, 'clf__learning_rate': 0.0553654870588919, 'clf__subsample': 0.8927143072560111, 'clf__colsample_bytree': 0.982859149460589, 'clf__min_child_weight': 4, 'clf__gamma': 4.153755072000658, 'clf__reg_alpha': 1.254304976201638, 'clf__reg_lambda': 0.014622558373347555}"
69,XGB,29,29,0.8571,0.8571,1.0,0.75,0.8571,0.9167,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 130, 'clf__max_depth': 4, 'clf__learning_rate': 0.011619551485878208, 'clf__subsample': 0.9377972917937996, 'clf__colsample_bytree': 0.7512977659171641, 'clf__min_child_weight': 10, 'clf__gamma': 2.222395326919661, 'clf__reg_alpha': 0.04844986455475932, 'clf__reg_lambda': 1.0961087528006481}"
