,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
33,RF,34,34,0.8333,0.0,0.0,0.0,0.4545,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
34,RF,35,35,0.2381,0.0,0.0,0.0,0.1923,0.475,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 224, 'clf__max_depth': 10, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
35,RF,36,36,0.7368,0.7826,0.6429,1.0,0.7246,0.9222,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 124, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.7273,0.7692,0.625,1.0,0.7179,0.7917,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 387, 'clf__max_depth': 9, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
37,RF,38,38,0.8571,0.8889,0.8,1.0,0.8444,0.9375,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 270, 'clf__max_depth': 4, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.8333,0.875,0.875,0.875,0.8125,0.8438,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 266, 'clf__max_depth': 9, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.875,0.4286,0.4286,0.4286,0.6792,0.9373,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 4, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.6923,0.75,0.6667,0.8571,0.675,0.7619,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 202, 'clf__max_depth': 4, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.6875,0.5455,1.0,0.375,0.6537,0.7812,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 326, 'clf__max_depth': 8, 'clf__learning_rate': 0.013950154305529552, 'clf__subsample': 0.9924122542728272, 'clf__colsample_bytree': 0.8306971280829095, 'clf__min_child_weight': 2, 'clf__gamma': 3.711673296549213, 'clf__reg_alpha': 1.916930751999894, 'clf__reg_lambda': 1.4815572514480377}"
42,XGB,2,2,0.75,0.7273,0.5714,1.0,0.7483,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 398, 'clf__max_depth': 3, 'clf__learning_rate': 0.019112058585603418, 'clf__subsample': 0.6608559833040704, 'clf__colsample_bytree': 0.9364445468365383, 'clf__min_child_weight': 3, 'clf__gamma': 4.767370678805294, 'clf__reg_alpha': 1.7687388111153213, 'clf__reg_lambda': 1.9551942469660233}"
43,XGB,3,3,0.8,0.6667,0.6667,0.6667,0.7619,0.9167,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 212, 'clf__max_depth': 11, 'clf__learning_rate': 0.025515314959023438, 'clf__subsample': 0.7678770982083757, 'clf__colsample_bytree': 0.9502892217021506, 'clf__min_child_weight': 6, 'clf__gamma': 4.976297370350565, 'clf__reg_alpha': 1.8738357314801686, 'clf__reg_lambda': 0.7438045549647352}"
44,XGB,4,4,0.8889,0.8889,0.8,1.0,0.8889,0.9625,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 362, 'clf__max_depth': 3, 'clf__learning_rate': 0.06929961559043053, 'clf__subsample': 0.881040415017577, 'clf__colsample_bytree': 0.974059235349496, 'clf__min_child_weight': 4, 'clf__gamma': 3.9687353220634853, 'clf__reg_alpha': 1.7536915139888116, 'clf__reg_lambda': 0.08893994679147554}"
45,XGB,5,5,0.5455,0.4444,0.6667,0.3333,0.5299,0.8667,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
46,XGB,6,6,0.9167,0.8571,1.0,0.75,0.8992,0.9766,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 356, 'clf__max_depth': 6, 'clf__learning_rate': 0.013440168429944303, 'clf__subsample': 0.7856310713766598, 'clf__colsample_bytree': 0.6812292646739861, 'clf__min_child_weight': 6, 'clf__gamma': 4.633773547494222, 'clf__reg_alpha': 1.981842919488717, 'clf__reg_lambda': 1.6111674341444737}"
47,XGB,7,7,0.8,0.7692,0.8333,0.7143,0.7964,0.875,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
48,XGB,8,8,0.7857,0.8235,0.7,1.0,0.7754,0.898,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 78, 'clf__max_depth': 10, 'clf__learning_rate': 0.03582704588355717, 'clf__subsample': 0.7337653952040343, 'clf__colsample_bytree': 0.7776653737665754, 'clf__min_child_weight': 2, 'clf__gamma': 4.791426885010314, 'clf__reg_alpha': 1.1849983607177292, 'clf__reg_lambda': 0.8167783743042827}"
49,XGB,9,9,0.8846,0.9032,0.875,0.9333,0.8802,0.903,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 89, 'clf__max_depth': 9, 'clf__learning_rate': 0.038984068776243185, 'clf__subsample': 0.6374615170769867, 'clf__colsample_bytree': 0.87678113705605, 'clf__min_child_weight': 2, 'clf__gamma': 4.828566932612276, 'clf__reg_alpha': 0.8862058456303998, 'clf__reg_lambda': 0.12251964191171026}"
50,XGB,10,10,0.7619,0.7826,0.8182,0.75,0.7597,0.8148,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 246, 'clf__max_depth': 8, 'clf__learning_rate': 0.010289252041485154, 'clf__subsample': 0.8822900021730977, 'clf__colsample_bytree': 0.7141293099868854, 'clf__min_child_weight': 1, 'clf__gamma': 4.588946277258827, 'clf__reg_alpha': 0.6895669654680936, 'clf__reg_lambda': 0.38053351300287497}"
51,XGB,11,11,0.5,0.5455,0.3913,0.9,0.4949,0.405,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 457, 'clf__max_depth': 6, 'clf__learning_rate': 0.028808738476024467, 'clf__subsample': 0.7809087784539811, 'clf__colsample_bytree': 0.9066477139449958, 'clf__min_child_weight': 1, 'clf__gamma': 4.603547621574366, 'clf__reg_alpha': 1.990546145532048, 'clf__reg_lambda': 1.69179327917412}"
52,XGB,12,12,0.1923,0.2222,0.1875,0.2727,0.1911,0.2364,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 362, 'clf__max_depth': 12, 'clf__learning_rate': 0.01306744344760496, 'clf__subsample': 0.900218055481858, 'clf__colsample_bytree': 0.6165631116638804, 'clf__min_child_weight': 5, 'clf__gamma': 1.8576394971060535, 'clf__reg_alpha': 1.975986739039001, 'clf__reg_lambda': 0.5016023276148455}"
53,XGB,13,13,0.625,0.5,0.6,0.4286,0.6,0.7619,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 104, 'clf__max_depth': 7, 'clf__learning_rate': 0.06097758081130923, 'clf__subsample': 0.7050320717232084, 'clf__colsample_bytree': 0.9777234952106926, 'clf__min_child_weight': 8, 'clf__gamma': 4.1033577688896115, 'clf__reg_alpha': 0.7995127675515463, 'clf__reg_lambda': 0.5834246417431677}"
54,XGB,14,14,0.5238,0.375,0.75,0.25,0.4952,0.7315,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 8, 'clf__learning_rate': 0.035671008429015966, 'clf__subsample': 0.9770295420289187, 'clf__colsample_bytree': 0.8811623675363411, 'clf__min_child_weight': 4, 'clf__gamma': 4.4575718169897955, 'clf__reg_alpha': 0.22301864954517212, 'clf__reg_lambda': 1.6383657100941633}"
55,XGB,15,15,0.6,0.6667,1.0,0.5,0.5833,0.9375,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 146, 'clf__max_depth': 11, 'clf__learning_rate': 0.04906621609692647, 'clf__subsample': 0.6679750537382918, 'clf__colsample_bytree': 0.798138962695242, 'clf__min_child_weight': 7, 'clf__gamma': 2.763621381866339, 'clf__reg_alpha': 1.7819006454688178, 'clf__reg_lambda': 0.07995087236447493}"
56,XGB,16,16,0.7692,0.8421,0.8,0.8889,0.7068,0.75,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 363, 'clf__max_depth': 8, 'clf__learning_rate': 0.019372081647990563, 'clf__subsample': 0.9193685307446742, 'clf__colsample_bytree': 0.696395315735121, 'clf__min_child_weight': 9, 'clf__gamma': 3.1698046323713656, 'clf__reg_alpha': 0.17303388123815533, 'clf__reg_lambda': 1.5798418733768524}"
57,XGB,17,17,0.6923,0.75,0.6667,0.8571,0.675,0.4762,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 319, 'clf__max_depth': 6, 'clf__learning_rate': 0.012135986270865602, 'clf__subsample': 0.9715557652656934, 'clf__colsample_bytree': 0.9739568592961354, 'clf__min_child_weight': 2, 'clf__gamma': 3.2690000503959578, 'clf__reg_alpha': 0.6426686161474374, 'clf__reg_lambda': 1.3236014344185627}"
58,XGB,18,18,0.9,0.8235,0.7,1.0,0.8769,0.9286,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 469, 'clf__max_depth': 6, 'clf__learning_rate': 0.12232956077406881, 'clf__subsample': 0.9749290829863227, 'clf__colsample_bytree': 0.7020732358769459, 'clf__min_child_weight': 5, 'clf__gamma': 3.8968308006935612, 'clf__reg_alpha': 1.1175234263579148, 'clf__reg_lambda': 1.678667874408699}"
59,XGB,19,19,0.7273,0.6667,0.5,1.0,0.7179,0.875,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 362, 'clf__max_depth': 4, 'clf__learning_rate': 0.0180201358766879, 'clf__subsample': 0.9790214506506418, 'clf__colsample_bytree': 0.6812745278216998, 'clf__min_child_weight': 7, 'clf__gamma': 3.102448008270529, 'clf__reg_alpha': 0.694320597343668, 'clf__reg_lambda': 0.735192367612579}"
60,XGB,20,20,0.4545,0.4,0.4,0.4,0.45,0.6333,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 8, 'clf__learning_rate': 0.023443028695330572, 'clf__subsample': 0.8658398260632258, 'clf__colsample_bytree': 0.9693675271570515, 'clf__min_child_weight': 2, 'clf__gamma': 4.706492951975793, 'clf__reg_alpha': 0.610789695657986, 'clf__reg_lambda': 1.4499346316510004}"
61,XGB,21,21,0.6667,0.6667,0.5,1.0,0.6667,0.9375,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 183, 'clf__max_depth': 5, 'clf__learning_rate': 0.029404019554566917, 'clf__subsample': 0.8727769394544769, 'clf__colsample_bytree': 0.7215904196458885, 'clf__min_child_weight': 8, 'clf__gamma': 3.95368512487341, 'clf__reg_alpha': 0.8304113227615308, 'clf__reg_lambda': 1.1837763387789235}"
62,XGB,22,22,0.7037,0.5556,0.3846,1.0,0.6667,0.8727,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 10, 'clf__learning_rate': 0.011029539618590161, 'clf__subsample': 0.9947127635757649, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 5, 'clf__gamma': 4.994720633222883, 'clf__reg_alpha': 1.3660681759802678, 'clf__reg_lambda': 1.9449454545330427}"
63,XGB,23,23,0.6875,0.7368,1.0,0.5833,0.6761,0.9792,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 229, 'clf__max_depth': 7, 'clf__learning_rate': 0.016884992115986344, 'clf__subsample': 0.6940646442448574, 'clf__colsample_bytree': 0.8536051970294886, 'clf__min_child_weight': 4, 'clf__gamma': 3.9277359174719257, 'clf__reg_alpha': 1.0456351597439681, 'clf__reg_lambda': 1.7752980193413488}"
64,XGB,24,24,0.6842,0.6667,0.5455,0.8571,0.6833,0.869,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 183, 'clf__max_depth': 4, 'clf__learning_rate': 0.12270818594327165, 'clf__subsample': 0.6677219173718386, 'clf__colsample_bytree': 0.779279889614504, 'clf__min_child_weight': 7, 'clf__gamma': 4.105019378676608, 'clf__reg_alpha': 0.9321979286847264, 'clf__reg_lambda': 0.8626399842184527}"
65,XGB,25,25,0.7407,0.5882,1.0,0.4167,0.6995,0.9667,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 10, 'clf__learning_rate': 0.0464445548234023, 'clf__subsample': 0.7037360779749299, 'clf__colsample_bytree': 0.6537087645779552, 'clf__min_child_weight': 3, 'clf__gamma': 4.904501928202014, 'clf__reg_alpha': 1.9553091161756573, 'clf__reg_lambda': 0.6984115445097365}"
66,XGB,26,26,0.8636,0.6667,0.6,0.75,0.7905,0.875,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 115, 'clf__max_depth': 6, 'clf__learning_rate': 0.019827650606512023, 'clf__subsample': 0.9273259807002215, 'clf__colsample_bytree': 0.625327079401028, 'clf__min_child_weight': 6, 'clf__gamma': 3.1999359929481455, 'clf__reg_alpha': 1.4307509852251847, 'clf__reg_lambda': 0.23735985103920157}"
67,XGB,27,27,0.8182,0.6923,0.5294,1.0,0.7816,0.9206,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 117, 'clf__max_depth': 7, 'clf__learning_rate': 0.15818814904207604, 'clf__subsample': 0.9567414874853624, 'clf__colsample_bytree': 0.7064232187722259, 'clf__min_child_weight': 4, 'clf__gamma': 4.451846652604034, 'clf__reg_alpha': 1.3265405726931223, 'clf__reg_lambda': 0.4596052682831254}"
68,XGB,28,28,0.8667,0.8889,0.8,1.0,0.8611,0.875,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 205, 'clf__max_depth': 9, 'clf__learning_rate': 0.01166775980906937, 'clf__subsample': 0.9787727628436733, 'clf__colsample_bytree': 0.6134343539737888, 'clf__min_child_weight': 1, 'clf__gamma': 4.183105851306108, 'clf__reg_alpha': 1.4743648583258568, 'clf__reg_lambda': 0.5345301905333207}"
69,XGB,29,29,0.8333,0.8333,1.0,0.7143,0.8333,0.8857,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
