,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
54,XGB,14,14,0.5333,0.2222,1.0,0.125,0.4444,0.8571,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 87, 'clf__max_depth': 6, 'clf__learning_rate': 0.03674260584547604, 'clf__subsample': 0.6280222319123565, 'clf__colsample_bytree': 0.9777221717423402, 'clf__min_child_weight': 4, 'clf__gamma': 3.486621104084966, 'clf__reg_alpha': 1.9117213169969747, 'clf__reg_lambda': 1.4610894785016808}"
55,XGB,15,15,0.4286,0.6,1.0,0.4286,0.3,0.0,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 500, 'clf__max_depth': 8, 'clf__learning_rate': 0.04242932897232545, 'clf__subsample': 0.9766462204650256, 'clf__colsample_bytree': 0.6749830252768447, 'clf__min_child_weight': 5, 'clf__gamma': 4.051863382801923, 'clf__reg_alpha': 1.0838157626694114, 'clf__reg_lambda': 0.8872302903575132}"
56,XGB,16,16,0.7778,0.8333,0.8333,0.8333,0.75,0.7222,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 211, 'clf__max_depth': 8, 'clf__learning_rate': 0.06578316397515822, 'clf__subsample': 0.6038650366864453, 'clf__colsample_bytree': 0.9165179135756512, 'clf__min_child_weight': 8, 'clf__gamma': 4.995129468015769, 'clf__reg_alpha': 1.8851322935001198, 'clf__reg_lambda': 0.669821955589152}"
57,XGB,17,17,0.6,0.6,0.5,0.75,0.6,0.625,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 192, 'clf__max_depth': 9, 'clf__learning_rate': 0.013931845589359363, 'clf__subsample': 0.8669618923581522, 'clf__colsample_bytree': 0.6671469751226898, 'clf__min_child_weight': 6, 'clf__gamma': 4.323331989047473, 'clf__reg_alpha': 1.810989905608056, 'clf__reg_lambda': 1.6095559220971951}"
58,XGB,18,18,0.913,0.8333,0.7143,1.0,0.8873,0.9389,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 253, 'clf__max_depth': 8, 'clf__learning_rate': 0.05579441474399775, 'clf__subsample': 0.7462878365086947, 'clf__colsample_bytree': 0.7020732358769459, 'clf__min_child_weight': 2, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.7949661220429853, 'clf__reg_lambda': 1.0015983868663043}"
59,XGB,19,19,0.625,0.5714,0.4,1.0,0.619,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 355, 'clf__max_depth': 6, 'clf__learning_rate': 0.010128639468603144, 'clf__subsample': 0.6731856404585685, 'clf__colsample_bytree': 0.7344204466453597, 'clf__min_child_weight': 1, 'clf__gamma': 3.325172992482026, 'clf__reg_alpha': 1.8523056396318505, 'clf__reg_lambda': 0.13154499130942812}"
60,XGB,20,20,0.5,0.0,0.0,0.0,0.3333,0.625,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 165, 'clf__max_depth': 10, 'clf__learning_rate': 0.03453844609154181, 'clf__subsample': 0.9998075609190065, 'clf__colsample_bytree': 0.6337014833500494, 'clf__min_child_weight': 3, 'clf__gamma': 4.106615324168221, 'clf__reg_alpha': 1.4632429971087173, 'clf__reg_lambda': 0.47949843700479294}"
61,XGB,21,21,0.7778,0.75,0.6,1.0,0.775,0.9444,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 495, 'clf__max_depth': 12, 'clf__learning_rate': 0.023520927268301153, 'clf__subsample': 0.8497602600833791, 'clf__colsample_bytree': 0.7264486662464213, 'clf__min_child_weight': 1, 'clf__gamma': 4.897361080211535, 'clf__reg_alpha': 1.826015440926273, 'clf__reg_lambda': 1.4508614651537979}"
62,XGB,22,22,0.65,0.4615,0.3,1.0,0.6011,0.9412,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 199, 'clf__max_depth': 5, 'clf__learning_rate': 0.02549742025050123, 'clf__subsample': 0.6522630574538332, 'clf__colsample_bytree': 0.8131324588687915, 'clf__min_child_weight': 2, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.5131085360808665, 'clf__reg_lambda': 0.34164389837605147}"
63,XGB,23,23,0.9167,0.9412,0.8889,1.0,0.8992,1.0,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 406, 'clf__max_depth': 10, 'clf__learning_rate': 0.015930778166118566, 'clf__subsample': 0.9150640489598076, 'clf__colsample_bytree': 0.6257960146811472, 'clf__min_child_weight': 5, 'clf__gamma': 4.782922041648631, 'clf__reg_alpha': 1.740835322310472, 'clf__reg_lambda': 1.5579531553796642}"
64,XGB,24,24,0.7143,0.6667,0.5714,0.8,0.7083,0.7111,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 391, 'clf__max_depth': 7, 'clf__learning_rate': 0.01462282289609953, 'clf__subsample': 0.8740129840988508, 'clf__colsample_bytree': 0.6709803716535738, 'clf__min_child_weight': 3, 'clf__gamma': 4.600539636157417, 'clf__reg_alpha': 1.7222060848128917, 'clf__reg_lambda': 1.7844373576006416}"
65,XGB,25,25,0.6,0.2,1.0,0.1111,0.4667,0.9495,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 242, 'clf__max_depth': 5, 'clf__learning_rate': 0.01621109020005044, 'clf__subsample': 0.8971552590290337, 'clf__colsample_bytree': 0.9647784072067178, 'clf__min_child_weight': 4, 'clf__gamma': 4.96360738345719, 'clf__reg_alpha': 0.9992674651634349, 'clf__reg_lambda': 0.21563554322002593}"
66,XGB,26,26,0.75,0.3333,0.3333,0.3333,0.5897,0.8462,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 58, 'clf__max_depth': 4, 'clf__learning_rate': 0.044043372181962796, 'clf__subsample': 0.6400076801789032, 'clf__colsample_bytree': 0.7157024181827082, 'clf__min_child_weight': 8, 'clf__gamma': 3.769650261022662, 'clf__reg_alpha': 0.393153073988446, 'clf__reg_lambda': 0.23232917617983953}"
67,XGB,27,27,0.7273,0.6087,0.4375,1.0,0.6997,0.8901,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 148, 'clf__max_depth': 4, 'clf__learning_rate': 0.01289890820393335, 'clf__subsample': 0.9161225140097248, 'clf__colsample_bytree': 0.6751260478059523, 'clf__min_child_weight': 2, 'clf__gamma': 3.2774045868326636, 'clf__reg_alpha': 1.5726722545298277, 'clf__reg_lambda': 1.4829363838561458}"
68,XGB,28,28,0.9091,0.9231,0.8571,1.0,0.906,0.8,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 9, 'clf__learning_rate': 0.012091126233522001, 'clf__subsample': 0.9450972789059822, 'clf__colsample_bytree': 0.6282449659099161, 'clf__min_child_weight': 3, 'clf__gamma': 4.650334670416658, 'clf__reg_alpha': 1.791791758738329, 'clf__reg_lambda': 1.8952881980223684}"
69,XGB,29,29,0.6667,0.6667,0.75,0.6,0.6667,0.65,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 173, 'clf__max_depth': 11, 'clf__learning_rate': 0.031262480955702776, 'clf__subsample': 0.9646768081772031, 'clf__colsample_bytree': 0.7481412248815892, 'clf__min_child_weight': 3, 'clf__gamma': 4.7624821875051, 'clf__reg_alpha': 0.7361264327031065, 'clf__reg_lambda': 1.146807533490095}"
