,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
15,RF,16,16,0.7895,0.8571,0.8,0.9231,0.7286,0.7436,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
16,RF,17,17,0.6,0.6364,0.5833,0.7,0.596,0.55,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
17,RF,18,18,0.8696,0.7692,0.625,1.0,0.8392,0.9222,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 474, 'clf__max_depth': 17, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
18,RF,19,19,0.7059,0.6667,0.5,1.0,0.7018,0.9167,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 86, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
19,RF,20,20,0.5882,0.2222,1.0,0.125,0.4711,0.6528,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 334, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
20,RF,21,21,0.7222,0.7368,0.5833,1.0,0.7214,0.8701,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 238, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
21,RF,22,22,0.675,0.5185,0.35,1.0,0.6366,0.8225,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 496, 'clf__max_depth': 11, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
22,RF,23,23,0.9167,0.9412,0.9412,0.9412,0.8992,0.9916,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 348, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
23,RF,24,24,0.6897,0.64,0.5,0.8889,0.6836,0.7833,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 322, 'clf__max_depth': 5, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.675,0.4348,1.0,0.2778,0.6034,0.9318,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 357, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
25,RF,26,26,0.7879,0.3636,0.4,0.3333,0.6182,0.9074,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 460, 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': None}"
26,RF,27,27,0.7313,0.6087,0.4375,1.0,0.7021,0.9164,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 291, 'clf__max_depth': 6, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.8636,0.88,0.9167,0.8462,0.8611,0.8889,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 396, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
28,RF,29,29,0.7778,0.7778,0.875,0.7,0.7778,0.825,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 105, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
29,RF,30,30,0.5417,0.5926,1.0,0.4211,0.5344,0.8,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 237, 'clf__max_depth': 5, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': None}"
30,RF,31,31,0.68,0.5556,0.4545,0.7143,0.6528,0.7937,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 4, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
31,RF,32,32,0.7143,0.6667,0.5,1.0,0.7083,0.75,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 452, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3478,0.0,0.0,0.0,0.2581,0.3492,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 339, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.8421,0.6667,0.5,1.0,0.7816,0.9583,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 189, 'clf__max_depth': 4, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
34,RF,35,35,0.2903,0.1538,1.0,0.0833,0.2714,0.3393,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 409, 'clf__max_depth': 15, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
35,RF,36,36,0.6552,0.7059,0.5455,1.0,0.6446,0.8922,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 92, 'clf__max_depth': 8, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
36,RF,37,37,0.6061,0.6829,0.5185,1.0,0.5815,0.7331,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 459, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
37,RF,38,38,0.9048,0.9286,0.8667,1.0,0.8929,0.9615,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.7778,0.8333,0.8333,0.8333,0.75,0.8611,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 477, 'clf__max_depth': 16, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}"
39,RF,40,40,0.8958,0.5833,0.5,0.7,0.7619,0.9186,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 133, 'clf__max_depth': 17, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
40,RF,41,41,0.7,0.7692,0.6667,0.9091,0.6703,0.7273,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 189, 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
41,XGB,1,1,0.6667,0.5556,0.8333,0.4167,0.6444,0.7708,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 12, 'clf__learning_rate': 0.010035153642212592, 'clf__subsample': 0.8965260633927078, 'clf__colsample_bytree': 0.6493255277218367, 'clf__min_child_weight': 4, 'clf__gamma': 4.493886893677458, 'clf__reg_alpha': 1.1107580558725256, 'clf__reg_lambda': 1.8771853314093117}"
42,XGB,2,2,0.7222,0.7059,0.5455,1.0,0.7214,0.9167,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 96, 'clf__max_depth': 7, 'clf__learning_rate': 0.07370011062260667, 'clf__subsample': 0.6472962932112472, 'clf__colsample_bytree': 0.77832002720409, 'clf__min_child_weight': 7, 'clf__gamma': 4.605006381697315, 'clf__reg_alpha': 1.1489334425076119, 'clf__reg_lambda': 0.42512547556918756}"
43,XGB,3,3,0.7419,0.5556,0.5,0.625,0.6869,0.8424,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 4, 'clf__learning_rate': 0.051626045957046916, 'clf__subsample': 0.8700150727666446, 'clf__colsample_bytree': 0.7120310707966665, 'clf__min_child_weight': 4, 'clf__gamma': 3.4205583758714164, 'clf__reg_alpha': 1.867178155207141, 'clf__reg_lambda': 1.965085493073054}"
44,XGB,4,4,0.7857,0.8,0.7059,0.9231,0.7846,0.8872,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 288, 'clf__max_depth': 5, 'clf__learning_rate': 0.01018578908428584, 'clf__subsample': 0.7763928324634126, 'clf__colsample_bytree': 0.9803863081818511, 'clf__min_child_weight': 10, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 0.1361054284982535, 'clf__reg_lambda': 1.701390559992234}"
45,XGB,5,5,0.5882,0.5333,0.6667,0.4444,0.5825,0.8472,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 309, 'clf__max_depth': 3, 'clf__learning_rate': 0.02391753402038199, 'clf__subsample': 0.8702362444140476, 'clf__colsample_bytree': 0.6725051440052844, 'clf__min_child_weight': 10, 'clf__gamma': 4.721772069447457, 'clf__reg_alpha': 1.8340042749364251, 'clf__reg_lambda': 1.2439854910562893}"
46,XGB,6,6,0.7222,0.375,0.6,0.2727,0.5982,0.8218,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 96, 'clf__max_depth': 8, 'clf__learning_rate': 0.01960687640614759, 'clf__subsample': 0.8290906331862873, 'clf__colsample_bytree': 0.8213826822368359, 'clf__min_child_weight': 5, 'clf__gamma': 0.34790250755424745, 'clf__reg_alpha': 0.35326486873453766, 'clf__reg_lambda': 0.18323027902053088}"
47,XGB,7,7,0.8696,0.8571,0.8182,0.9,0.8686,0.9308,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 166, 'clf__max_depth': 4, 'clf__learning_rate': 0.016884992115986344, 'clf__subsample': 0.6345143823321557, 'clf__colsample_bytree': 0.8308195970229684, 'clf__min_child_weight': 1, 'clf__gamma': 4.997067470438426, 'clf__reg_alpha': 1.4118693144146213, 'clf__reg_lambda': 0.1991232394739617}"
48,XGB,8,8,0.619,0.6667,0.6154,0.7273,0.6111,0.6636,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 303, 'clf__max_depth': 6, 'clf__learning_rate': 0.013141970356428403, 'clf__subsample': 0.9537275225596881, 'clf__colsample_bytree': 0.6905948015540181, 'clf__min_child_weight': 1, 'clf__gamma': 4.7034349023042346, 'clf__reg_alpha': 1.853968811147109, 'clf__reg_lambda': 0.284332424536497}"
49,XGB,9,9,0.7436,0.7727,0.7727,0.7727,0.7393,0.893,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 5, 'clf__learning_rate': 0.059575307345254014, 'clf__subsample': 0.9887988609507478, 'clf__colsample_bytree': 0.9418608647781802, 'clf__min_child_weight': 8, 'clf__gamma': 2.89396292140106, 'clf__reg_alpha': 1.2125249305613908, 'clf__reg_lambda': 1.1745541084762277}"
50,XGB,10,10,0.75,0.75,0.8,0.7059,0.75,0.8745,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 287, 'clf__max_depth': 11, 'clf__learning_rate': 0.014112312776473422, 'clf__subsample': 0.7720065464122159, 'clf__colsample_bytree': 0.6551128971353984, 'clf__min_child_weight': 4, 'clf__gamma': 4.419340446209241, 'clf__reg_alpha': 1.8990620441735628, 'clf__reg_lambda': 1.7765797784345265}"
51,XGB,11,11,0.5435,0.3636,0.3529,0.375,0.5039,0.4792,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 469, 'clf__max_depth': 4, 'clf__learning_rate': 0.03282490639474867, 'clf__subsample': 0.841433063340509, 'clf__colsample_bytree': 0.8318428320814134, 'clf__min_child_weight': 1, 'clf__gamma': 2.289438928361699, 'clf__reg_alpha': 1.4345445989778414, 'clf__reg_lambda': 1.3298456780610028}"
52,XGB,12,12,0.2564,0.2162,0.1905,0.25,0.2544,0.1957,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 444, 'clf__max_depth': 3, 'clf__learning_rate': 0.010139954029189336, 'clf__subsample': 0.7608742470731585, 'clf__colsample_bytree': 0.7448464683904208, 'clf__min_child_weight': 1, 'clf__gamma': 4.927864869121441, 'clf__reg_alpha': 0.6666591849416121, 'clf__reg_lambda': 1.6561160536990225}"
53,XGB,13,13,0.68,0.5556,0.625,0.5,0.6528,0.7733,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 257, 'clf__max_depth': 3, 'clf__learning_rate': 0.010386108538190953, 'clf__subsample': 0.9393321157830486, 'clf__colsample_bytree': 0.9276138424903357, 'clf__min_child_weight': 7, 'clf__gamma': 1.753166184103644, 'clf__reg_alpha': 1.330796068716783, 'clf__reg_lambda': 1.8762330501417046}"
54,XGB,14,14,0.5806,0.48,0.8571,0.3333,0.5643,0.7179,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 499, 'clf__max_depth': 3, 'clf__learning_rate': 0.012354912974919799, 'clf__subsample': 0.6492156544873086, 'clf__colsample_bytree': 0.6160257515160684, 'clf__min_child_weight': 5, 'clf__gamma': 4.288554340226559, 'clf__reg_alpha': 1.0437452794922926, 'clf__reg_lambda': 0.4917555001334714}"
55,XGB,15,15,0.6667,0.7368,1.0,0.5833,0.6411,0.8889,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 364, 'clf__max_depth': 8, 'clf__learning_rate': 0.01410307029831485, 'clf__subsample': 0.7994209078970157, 'clf__colsample_bytree': 0.6855690328563436, 'clf__min_child_weight': 4, 'clf__gamma': 4.533367067160187, 'clf__reg_alpha': 0.19317144272407183, 'clf__reg_lambda': 0.29306934947767893}"
56,XGB,16,16,0.7895,0.8571,0.8,0.9231,0.7286,0.7179,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 410, 'clf__max_depth': 11, 'clf__learning_rate': 0.02829950930216998, 'clf__subsample': 0.9414050334989126, 'clf__colsample_bytree': 0.6878858492024825, 'clf__min_child_weight': 2, 'clf__gamma': 4.529037236825646, 'clf__reg_alpha': 1.237604748093014, 'clf__reg_lambda': 1.7755520043786444}"
57,XGB,17,17,0.55,0.5714,0.5455,0.6,0.5489,0.49,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 3, 'clf__learning_rate': 0.013381864075665877, 'clf__subsample': 0.8848425673053264, 'clf__colsample_bytree': 0.7082131033398893, 'clf__min_child_weight': 1, 'clf__gamma': 4.133651902762017, 'clf__reg_alpha': 0.41334496649187197, 'clf__reg_lambda': 1.1825454568399185}"
58,XGB,18,18,0.8913,0.7826,0.6923,0.9,0.8551,0.95,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 140, 'clf__max_depth': 4, 'clf__learning_rate': 0.020655958307775498, 'clf__subsample': 0.772617617389177, 'clf__colsample_bytree': 0.7679699624080617, 'clf__min_child_weight': 6, 'clf__gamma': 2.9147968603658887, 'clf__reg_alpha': 0.08013149077580435, 'clf__reg_lambda': 0.686408864315232}"
59,XGB,19,19,0.7059,0.6667,0.5,1.0,0.7018,0.8667,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 428, 'clf__max_depth': 11, 'clf__learning_rate': 0.010390532068163458, 'clf__subsample': 0.8515546542009285, 'clf__colsample_bytree': 0.6811315367540018, 'clf__min_child_weight': 6, 'clf__gamma': 4.417610691152874, 'clf__reg_alpha': 1.5111130182359067, 'clf__reg_lambda': 0.5611667980456905}"
60,XGB,20,20,0.4706,0.1818,0.3333,0.125,0.3953,0.6667,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 235, 'clf__max_depth': 7, 'clf__learning_rate': 0.025033991372233246, 'clf__subsample': 0.8843390442282558, 'clf__colsample_bytree': 0.7613070583204865, 'clf__min_child_weight': 6, 'clf__gamma': 4.46379028536684, 'clf__reg_alpha': 1.5995568104540712, 'clf__reg_lambda': 0.7739764682576069}"
61,XGB,21,21,0.7778,0.7778,0.6364,1.0,0.7778,1.0,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 353, 'clf__max_depth': 9, 'clf__learning_rate': 0.04504529296359072, 'clf__subsample': 0.8463857985004368, 'clf__colsample_bytree': 0.6819187300430726, 'clf__min_child_weight': 4, 'clf__gamma': 4.610758671060712, 'clf__reg_alpha': 0.8533824581145211, 'clf__reg_lambda': 0.11444210711575487}"
62,XGB,22,22,0.675,0.5185,0.35,1.0,0.6366,0.8355,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 52, 'clf__max_depth': 7, 'clf__learning_rate': 0.03490589334539903, 'clf__subsample': 0.775596393215981, 'clf__colsample_bytree': 0.6806173620233277, 'clf__min_child_weight': 2, 'clf__gamma': 3.837374391077163, 'clf__reg_alpha': 1.9929160071791068, 'clf__reg_lambda': 1.5362476135297936}"
63,XGB,23,23,0.8333,0.8667,1.0,0.7647,0.8222,0.9496,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 466, 'clf__max_depth': 5, 'clf__learning_rate': 0.07700289234482109, 'clf__subsample': 0.9595148897340272, 'clf__colsample_bytree': 0.8078519827999305, 'clf__min_child_weight': 4, 'clf__gamma': 3.97738224300385, 'clf__reg_alpha': 1.049609440463631, 'clf__reg_lambda': 0.6183092024098169}"
64,XGB,24,24,0.6207,0.4762,0.4167,0.5556,0.5894,0.6722,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 160, 'clf__max_depth': 11, 'clf__learning_rate': 0.12417938116498378, 'clf__subsample': 0.907426283393021, 'clf__colsample_bytree': 0.703943895769215, 'clf__min_child_weight': 2, 'clf__gamma': 4.633500236060898, 'clf__reg_alpha': 1.7567929852175777, 'clf__reg_lambda': 1.1046607885106308}"
65,XGB,25,25,0.625,0.2857,1.0,0.1667,0.5157,0.9192,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 234, 'clf__max_depth': 11, 'clf__learning_rate': 0.024942194129076035, 'clf__subsample': 0.921535665418369, 'clf__colsample_bytree': 0.6554868158000612, 'clf__min_child_weight': 1, 'clf__gamma': 4.8527779076535085, 'clf__reg_alpha': 1.7521473691693936, 'clf__reg_lambda': 0.8336496215127838}"
66,XGB,26,26,0.8485,0.6154,0.5714,0.6667,0.7605,0.9198,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 159, 'clf__max_depth': 7, 'clf__learning_rate': 0.017497209308416976, 'clf__subsample': 0.6639936502197664, 'clf__colsample_bytree': 0.8312225020755362, 'clf__min_child_weight': 9, 'clf__gamma': 3.300863957029755, 'clf__reg_alpha': 1.495483625607715, 'clf__reg_lambda': 0.22076403622802943}"
67,XGB,27,27,0.7463,0.6222,0.4516,1.0,0.7156,0.9084,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 115, 'clf__max_depth': 6, 'clf__learning_rate': 0.04920678810363039, 'clf__subsample': 0.8912332486854312, 'clf__colsample_bytree': 0.6522376883049972, 'clf__min_child_weight': 6, 'clf__gamma': 4.979905375578897, 'clf__reg_alpha': 1.8162117768392045, 'clf__reg_lambda': 1.5970195427252614}"
68,XGB,28,28,0.9545,0.963,0.9286,1.0,0.9521,0.906,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 201, 'clf__max_depth': 11, 'clf__learning_rate': 0.0113089710063734, 'clf__subsample': 0.7168257606721126, 'clf__colsample_bytree': 0.6214314550221363, 'clf__min_child_weight': 5, 'clf__gamma': 3.2569036637456694, 'clf__reg_alpha': 1.150147641352516, 'clf__reg_lambda': 0.17317788284646232}"
69,XGB,29,29,0.7778,0.7778,0.875,0.7,0.7778,0.8,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 156, 'clf__max_depth': 9, 'clf__learning_rate': 0.0368659395129204, 'clf__subsample': 0.933772722800664, 'clf__colsample_bytree': 0.7432953946789684, 'clf__min_child_weight': 5, 'clf__gamma': 4.228661384908264, 'clf__reg_alpha': 1.5917548872039646, 'clf__reg_lambda': 0.5583496798102953}"
