,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
10,RF,11,11,0.48,0.4265,0.3412,0.5686,0.4754,0.4738,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 347, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
11,RF,12,12,0.3333,0.3281,0.28,0.3962,0.3333,0.3108,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 455, 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
12,RF,13,13,0.6625,0.5846,0.6129,0.5588,0.6502,0.7161,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
13,RF,14,14,0.5644,0.4634,0.7917,0.3276,0.5484,0.7715,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
14,RF,15,15,0.7234,0.8169,1.0,0.6905,0.6258,0.8619,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 389, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
15,RF,16,16,0.8065,0.8696,0.8511,0.8889,0.7473,0.8418,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
16,RF,17,17,0.6508,0.7027,0.619,0.8125,0.6398,0.5222,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 213, 'clf__max_depth': 5, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
17,RF,18,18,0.86,0.7529,0.6038,1.0,0.8276,0.9394,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 398, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
18,RF,19,19,0.6545,0.5957,0.4242,1.0,0.6471,0.9669,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 108, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
19,RF,20,20,0.4906,0.3077,0.4615,0.2308,0.4524,0.6553,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 161, 'clf__max_depth': 5, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
20,RF,21,21,0.6724,0.6984,0.5366,1.0,0.67,0.9003,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 424, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
21,RF,22,22,0.697,0.5556,0.3846,1.0,0.6628,0.8849,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 314, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
22,RF,23,23,0.9103,0.9412,0.9032,0.9825,0.876,0.9841,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 388, 'clf__max_depth': 4, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
23,RF,24,24,0.7684,0.7442,0.5926,1.0,0.7663,0.8165,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 237, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
24,RF,25,25,0.7273,0.5714,1.0,0.4,0.6857,0.9565,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 159, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
25,RF,26,26,0.8868,0.76,0.6333,0.95,0.843,0.9221,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 217, 'clf__max_depth': 4, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}"
26,RF,27,27,0.7671,0.6531,0.4848,1.0,0.7389,0.9419,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 390, 'clf__max_depth': 4, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
27,RF,28,28,0.8732,0.9053,0.8269,1.0,0.8569,0.9178,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 189, 'clf__max_depth': 4, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
28,RF,29,29,0.6429,0.6774,0.75,0.6176,0.6387,0.7139,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 334, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
29,RF,30,30,0.5385,0.6,1.0,0.4286,0.5273,0.8095,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
30,RF,31,31,0.6463,0.5397,0.425,0.7391,0.6263,0.8084,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 172, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
31,RF,32,32,0.6222,0.6047,0.4333,1.0,0.6215,0.875,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
32,RF,33,33,0.3243,0.0,0.0,0.0,0.2449,0.3061,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 371, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
33,RF,34,34,0.8333,0.0,0.0,0.0,0.4545,0.924,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 398, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
34,RF,35,35,0.2673,0.1591,0.875,0.0875,0.255,0.3512,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 291, 'clf__max_depth': 4, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
35,RF,36,36,0.6344,0.7167,0.5584,1.0,0.6008,0.9588,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 374, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
36,RF,37,37,0.5794,0.6897,0.5263,1.0,0.5187,0.8104,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 374, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
37,RF,38,38,0.9242,0.9451,0.8958,1.0,0.9116,0.9353,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 301, 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
38,RF,39,39,0.8448,0.8966,0.8478,0.9512,0.7931,0.8565,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
39,RF,40,40,0.8766,0.5714,0.4815,0.7027,0.7497,0.9253,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 373, 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}"
40,RF,41,41,0.625,0.7391,0.6296,0.8947,0.5362,0.8229,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 287, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.7368,0.7059,0.9231,0.5714,0.7339,0.7801,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 6, 'clf__learning_rate': 0.017354053364223094, 'clf__subsample': 0.8785836260137708, 'clf__colsample_bytree': 0.601358033569737, 'clf__min_child_weight': 7, 'clf__gamma': 4.594329100991274, 'clf__reg_alpha': 1.0531412599559966, 'clf__reg_lambda': 0.2220441200638597}"
42,XGB,2,2,0.7931,0.7692,0.625,1.0,0.7909,0.9211,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 76, 'clf__max_depth': 6, 'clf__learning_rate': 0.018519215672964277, 'clf__subsample': 0.7395619029207926, 'clf__colsample_bytree': 0.6880180900203351, 'clf__min_child_weight': 10, 'clf__gamma': 2.7273318614633735, 'clf__reg_alpha': 0.9263458385941686, 'clf__reg_lambda': 1.4021493903851576}"
43,XGB,3,3,0.73,0.5424,0.5,0.5926,0.6754,0.8275,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 93, 'clf__max_depth': 9, 'clf__learning_rate': 0.016884992115986344, 'clf__subsample': 0.784470702307805, 'clf__colsample_bytree': 0.6383602429532138, 'clf__min_child_weight': 7, 'clf__gamma': 2.0682946837787233, 'clf__reg_alpha': 1.657518465519172, 'clf__reg_lambda': 0.4485564399824644}"
44,XGB,4,4,0.8539,0.8539,0.8085,0.9048,0.8539,0.9053,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 84, 'clf__max_depth': 11, 'clf__learning_rate': 0.01361158292390951, 'clf__subsample': 0.6328890926840645, 'clf__colsample_bytree': 0.7725168007507737, 'clf__min_child_weight': 2, 'clf__gamma': 2.8662663547850094, 'clf__reg_alpha': 1.4369549450218402, 'clf__reg_lambda': 0.7042996674093518}"
45,XGB,5,5,0.6364,0.6296,0.85,0.5,0.6362,0.8151,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 179, 'clf__max_depth': 3, 'clf__learning_rate': 0.011992618168126308, 'clf__subsample': 0.6711256311159349, 'clf__colsample_bytree': 0.7137210898874565, 'clf__min_child_weight': 1, 'clf__gamma': 1.0562933249898137, 'clf__reg_alpha': 0.5290176081669569, 'clf__reg_lambda': 1.6435194316002912}"
46,XGB,6,6,0.6923,0.3333,0.5625,0.2368,0.5667,0.8767,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 53, 'clf__max_depth': 10, 'clf__learning_rate': 0.027019147914723145, 'clf__subsample': 0.9951056518080925, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 6, 'clf__gamma': 2.1754150139466586, 'clf__reg_alpha': 1.349983824821964, 'clf__reg_lambda': 0.0071671137296066625}"
47,XGB,7,7,0.8493,0.8358,0.8485,0.8235,0.8483,0.8952,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 56, 'clf__max_depth': 8, 'clf__learning_rate': 0.04470516282454398, 'clf__subsample': 0.8883114576787073, 'clf__colsample_bytree': 0.6279874235786125, 'clf__min_child_weight': 4, 'clf__gamma': 2.674237820936617, 'clf__reg_alpha': 0.9037722556976536, 'clf__reg_lambda': 0.4799866770425384}"
48,XGB,8,8,0.6176,0.5185,0.8235,0.3784,0.6007,0.7881,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 88, 'clf__max_depth': 4, 'clf__learning_rate': 0.02802452694150288, 'clf__subsample': 0.966805647169051, 'clf__colsample_bytree': 0.6913473300449079, 'clf__min_child_weight': 9, 'clf__gamma': 3.7299641544247435, 'clf__reg_alpha': 1.8109241113363939, 'clf__reg_lambda': 0.08843669848722616}"
49,XGB,9,9,0.7717,0.7786,0.9273,0.6711,0.7714,0.9445,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 177, 'clf__max_depth': 6, 'clf__learning_rate': 0.0112199747036556, 'clf__subsample': 0.8366082393664632, 'clf__colsample_bytree': 0.715709857663399, 'clf__min_child_weight': 9, 'clf__gamma': 3.9107636671895816, 'clf__reg_alpha': 1.9122471010342599, 'clf__reg_lambda': 1.7627342105017125}"
50,XGB,10,10,0.7333,0.72,0.8372,0.6316,0.7327,0.9057,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 109, 'clf__max_depth': 6, 'clf__learning_rate': 0.014826524600812274, 'clf__subsample': 0.757712687893141, 'clf__colsample_bytree': 0.6664607084923506, 'clf__min_child_weight': 6, 'clf__gamma': 3.9304549810909197, 'clf__reg_alpha': 1.809072222676127, 'clf__reg_lambda': 0.4208367465481879}"
51,XGB,11,11,0.48,0.4,0.3291,0.5098,0.4706,0.4973,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 9, 'clf__learning_rate': 0.013858000939731717, 'clf__subsample': 0.7059586268205515, 'clf__colsample_bytree': 0.8497677717690496, 'clf__min_child_weight': 9, 'clf__gamma': 4.502252369722566, 'clf__reg_alpha': 1.2182086027672392, 'clf__reg_lambda': 1.2099262225025662}"
52,XGB,12,12,0.3643,0.3594,0.3067,0.434,0.3643,0.3265,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 162, 'clf__max_depth': 11, 'clf__learning_rate': 0.011971731786358016, 'clf__subsample': 0.6748260793653464, 'clf__colsample_bytree': 0.6311627377764092, 'clf__min_child_weight': 2, 'clf__gamma': 4.171152218047271, 'clf__reg_alpha': 1.4132533089280526, 'clf__reg_lambda': 0.8136831545573958}"
53,XGB,13,13,0.6125,0.3673,0.6,0.2647,0.544,0.6707,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 110, 'clf__max_depth': 12, 'clf__learning_rate': 0.016336952375573005, 'clf__subsample': 0.6869720491209989, 'clf__colsample_bytree': 0.8803121175865871, 'clf__min_child_weight': 2, 'clf__gamma': 4.242652394106999, 'clf__reg_alpha': 0.5405069906353701, 'clf__reg_lambda': 1.326615328992768}"
54,XGB,14,14,0.6634,0.6458,0.8158,0.5345,0.6625,0.7827,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 110, 'clf__max_depth': 12, 'clf__learning_rate': 0.016336952375573005, 'clf__subsample': 0.6869720491209989, 'clf__colsample_bytree': 0.8803121175865871, 'clf__min_child_weight': 2, 'clf__gamma': 4.242652394106999, 'clf__reg_alpha': 0.5405069906353701, 'clf__reg_lambda': 1.326615328992768}"
55,XGB,15,15,0.6383,0.7463,1.0,0.5952,0.5583,0.9381,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 76, 'clf__max_depth': 11, 'clf__learning_rate': 0.031169028965213365, 'clf__subsample': 0.6582534125564912, 'clf__colsample_bytree': 0.6996520856298336, 'clf__min_child_weight': 9, 'clf__gamma': 4.573419012204981, 'clf__reg_alpha': 1.2144568332140995, 'clf__reg_lambda': 1.666621068311716}"
56,XGB,16,16,0.8065,0.8696,0.8511,0.8889,0.7473,0.7765,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 82, 'clf__max_depth': 3, 'clf__learning_rate': 0.018912943304315533, 'clf__subsample': 0.6195563704486615, 'clf__colsample_bytree': 0.8283166224945537, 'clf__min_child_weight': 5, 'clf__gamma': 3.1144706726656914, 'clf__reg_alpha': 0.8527992218369402, 'clf__reg_lambda': 0.5413713759679151}"
57,XGB,17,17,0.6508,0.7027,0.619,0.8125,0.6398,0.4899,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 95, 'clf__max_depth': 7, 'clf__learning_rate': 0.018608582219302363, 'clf__subsample': 0.8875556865039118, 'clf__colsample_bytree': 0.6443053302826005, 'clf__min_child_weight': 7, 'clf__gamma': 1.511593192424875, 'clf__reg_alpha': 1.4277168218796488, 'clf__reg_lambda': 0.2199789707924063}"
58,XGB,18,18,0.9,0.7945,0.7073,0.9062,0.8642,0.9478,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 89, 'clf__max_depth': 8, 'clf__learning_rate': 0.016490665826688407, 'clf__subsample': 0.6888122180694936, 'clf__colsample_bytree': 0.7488586304481729, 'clf__min_child_weight': 4, 'clf__gamma': 1.4189645568990377, 'clf__reg_alpha': 0.9649635940006918, 'clf__reg_lambda': 0.15016512478001548}"
59,XGB,19,19,0.7818,0.7,0.5385,1.0,0.7643,0.9181,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}"
60,XGB,20,20,0.5283,0.4186,0.5294,0.3462,0.5109,0.6738,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 99, 'clf__max_depth': 6, 'clf__learning_rate': 0.021738025619736347, 'clf__subsample': 0.9309732248360179, 'clf__colsample_bytree': 0.6630315659316045, 'clf__min_child_weight': 8, 'clf__gamma': 2.82598805232496, 'clf__reg_alpha': 1.8468326764590592, 'clf__reg_lambda': 0.265859665406556}"
61,XGB,21,21,0.7241,0.7333,0.5789,1.0,0.7238,0.9223,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 244, 'clf__max_depth': 3, 'clf__learning_rate': 0.010041156295702769, 'clf__subsample': 0.6872384136079559, 'clf__colsample_bytree': 0.6279855080961736, 'clf__min_child_weight': 1, 'clf__gamma': 0.14557873915535147, 'clf__reg_alpha': 1.8152890506150068, 'clf__reg_lambda': 1.6960947817135832}"
62,XGB,22,22,0.697,0.5556,0.3846,1.0,0.6628,0.8781,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 58, 'clf__max_depth': 5, 'clf__learning_rate': 0.03596847099271118, 'clf__subsample': 0.8943812791728571, 'clf__colsample_bytree': 0.6146393814038934, 'clf__min_child_weight': 2, 'clf__gamma': 4.9369304366663505, 'clf__reg_alpha': 1.4933115338710594, 'clf__reg_lambda': 0.39237492638770693}"
63,XGB,23,23,0.9103,0.9412,0.9032,0.9825,0.876,0.9758,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 118, 'clf__max_depth': 3, 'clf__learning_rate': 0.01208282093252923, 'clf__subsample': 0.7690547613054332, 'clf__colsample_bytree': 0.6708365836566755, 'clf__min_child_weight': 3, 'clf__gamma': 2.8440884993407276, 'clf__reg_alpha': 1.0574354257493739, 'clf__reg_lambda': 0.5109506638234055}"
64,XGB,24,24,0.8,0.7532,0.6444,0.9062,0.7926,0.8626,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 3, 'clf__learning_rate': 0.011834112204040563, 'clf__subsample': 0.7174372835040421, 'clf__colsample_bytree': 0.9274651078969419, 'clf__min_child_weight': 2, 'clf__gamma': 3.3059334147599717, 'clf__reg_alpha': 0.4242576122582481, 'clf__reg_lambda': 1.1960235189814998}"
65,XGB,25,25,0.6212,0.2857,1.0,0.1667,0.514,0.9007,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 323, 'clf__max_depth': 3, 'clf__learning_rate': 0.01207502657602359, 'clf__subsample': 0.7846470835999507, 'clf__colsample_bytree': 0.6023521178818245, 'clf__min_child_weight': 5, 'clf__gamma': 2.5750441115099147, 'clf__reg_alpha': 1.3430572215198096, 'clf__reg_lambda': 1.8072734710874028}"
66,XGB,26,26,0.8113,0.4118,0.5,0.35,0.6497,0.9047,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 211, 'clf__max_depth': 3, 'clf__learning_rate': 0.014842220698357077, 'clf__subsample': 0.7438999525192238, 'clf__colsample_bytree': 0.7491192685542901, 'clf__min_child_weight': 6, 'clf__gamma': 4.211783150110494, 'clf__reg_alpha': 0.12746316564981663, 'clf__reg_lambda': 1.848693688843513}"
67,XGB,27,27,0.7945,0.6809,0.5161,1.0,0.7647,0.932,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 319, 'clf__max_depth': 4, 'clf__learning_rate': 0.010214350567927945, 'clf__subsample': 0.8230073143432384, 'clf__colsample_bytree': 0.8420970487065877, 'clf__min_child_weight': 3, 'clf__gamma': 1.115351571380545, 'clf__reg_alpha': 1.1339371969035108, 'clf__reg_lambda': 1.1626268437753984}"
68,XGB,28,28,0.6479,0.6269,0.875,0.4884,0.6468,0.8397,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 157, 'clf__max_depth': 12, 'clf__learning_rate': 0.013055470290112055, 'clf__subsample': 0.8068402462672235, 'clf__colsample_bytree': 0.8249640855333087, 'clf__min_child_weight': 9, 'clf__gamma': 2.6879137447303134, 'clf__reg_alpha': 1.421812496640817, 'clf__reg_lambda': 0.4693647225399893}"
69,XGB,29,29,0.6607,0.6885,0.7778,0.6176,0.658,0.7139,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 343, 'clf__max_depth': 3, 'clf__learning_rate': 0.011773896528121141, 'clf__subsample': 0.7477971781206901, 'clf__colsample_bytree': 0.9564198585838268, 'clf__min_child_weight': 3, 'clf__gamma': 0.3733592274870211, 'clf__reg_alpha': 0.09870311080192895, 'clf__reg_lambda': 1.3623427739159282}"
