,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
39,RF,40,40,0.8989,0.5957,0.56,0.6364,0.769,0.9425,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 185, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': None}"
40,RF,41,41,0.5946,0.717,0.6333,0.8261,0.5013,0.8075,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 324, 'clf__max_depth': 6, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}"
41,XGB,1,1,0.5455,0.5238,0.6471,0.44,0.5445,0.5895,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 447, 'clf__max_depth': 4, 'clf__learning_rate': 0.012232689432648252, 'clf__subsample': 0.6138008582574228, 'clf__colsample_bytree': 0.6664607084923506, 'clf__min_child_weight': 3, 'clf__gamma': 4.973833239454635, 'clf__reg_alpha': 0.8304113227615308, 'clf__reg_lambda': 1.6658694616537482}"
42,XGB,2,2,0.7879,0.7742,0.6316,1.0,0.7871,0.9802,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 112, 'clf__max_depth': 3, 'clf__learning_rate': 0.026626929684076255, 'clf__subsample': 0.7402689597398251, 'clf__colsample_bytree': 0.8163276657219265, 'clf__min_child_weight': 3, 'clf__gamma': 2.779687064822392, 'clf__reg_alpha': 0.24677127036540902, 'clf__reg_lambda': 1.4536942977921175}"
43,XGB,3,3,0.7586,0.5625,0.5625,0.5625,0.6979,0.8542,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 129, 'clf__max_depth': 4, 'clf__learning_rate': 0.011710177635529836, 'clf__subsample': 0.836679574539223, 'clf__colsample_bytree': 0.7977349004872155, 'clf__min_child_weight': 1, 'clf__gamma': 4.7437627948884655, 'clf__reg_alpha': 1.7090900215389078, 'clf__reg_lambda': 0.7200156749252686}"
44,XGB,4,4,0.8846,0.8929,0.8065,1.0,0.8839,0.9585,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 135, 'clf__max_depth': 5, 'clf__learning_rate': 0.01757661793518952, 'clf__subsample': 0.7644526790682893, 'clf__colsample_bytree': 0.8576347300256533, 'clf__min_child_weight': 3, 'clf__gamma': 4.418364461582284, 'clf__reg_alpha': 0.024533209489953495, 'clf__reg_lambda': 1.1233574762676624}"
45,XGB,5,5,0.5806,0.5185,1.0,0.35,0.5735,0.7909,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 408, 'clf__max_depth': 3, 'clf__learning_rate': 0.0101859983581185, 'clf__subsample': 0.9077943407525234, 'clf__colsample_bytree': 0.6372359967247351, 'clf__min_child_weight': 2, 'clf__gamma': 3.999266581277809, 'clf__reg_alpha': 0.35719308646136616, 'clf__reg_lambda': 1.4208304465021404}"
46,XGB,6,6,0.8116,0.6829,0.7778,0.6087,0.7745,0.9348,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 92, 'clf__max_depth': 11, 'clf__learning_rate': 0.01917631456663814, 'clf__subsample': 0.64835678679358, 'clf__colsample_bytree': 0.8639254811513684, 'clf__min_child_weight': 4, 'clf__gamma': 1.473264052656585, 'clf__reg_alpha': 0.9937994059722036, 'clf__reg_lambda': 0.9085407993912502}"
47,XGB,7,7,0.8571,0.8421,0.9412,0.7619,0.8558,0.9342,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 176, 'clf__max_depth': 12, 'clf__learning_rate': 0.010084814442741312, 'clf__subsample': 0.6298502487476489, 'clf__colsample_bytree': 0.8695360634314642, 'clf__min_child_weight': 4, 'clf__gamma': 4.085963519632633, 'clf__reg_alpha': 0.4111210180262695, 'clf__reg_lambda': 1.3404321535758053}"
48,XGB,8,8,0.4872,0.2857,0.6667,0.1818,0.4429,0.7861,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 12, 'clf__learning_rate': 0.015831634796275362, 'clf__subsample': 0.6018960478612356, 'clf__colsample_bytree': 0.7527209893036702, 'clf__min_child_weight': 8, 'clf__gamma': 1.6928017327531548, 'clf__reg_alpha': 1.681074383456624, 'clf__reg_lambda': 0.36606600570088044}"
49,XGB,9,9,0.7838,0.8049,0.9167,0.7174,0.7812,0.8983,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 276, 'clf__max_depth': 10, 'clf__learning_rate': 0.051007334530627196, 'clf__subsample': 0.7589717358033641, 'clf__colsample_bytree': 0.6872275947578873, 'clf__min_child_weight': 1, 'clf__gamma': 4.820314828420643, 'clf__reg_alpha': 1.9377450843923658, 'clf__reg_lambda': 1.2794217268302988}"
50,XGB,10,10,0.9016,0.9189,0.8718,0.9714,0.897,0.9791,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 166, 'clf__max_depth': 11, 'clf__learning_rate': 0.010171731653389542, 'clf__subsample': 0.7052532588229471, 'clf__colsample_bytree': 0.6901469187977378, 'clf__min_child_weight': 1, 'clf__gamma': 4.525173356785516, 'clf__reg_alpha': 1.857388890760446, 'clf__reg_lambda': 1.6877052878369652}"
51,XGB,11,11,0.4545,0.3143,0.275,0.3667,0.4307,0.5454,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 95, 'clf__max_depth': 11, 'clf__learning_rate': 0.01504883839723808, 'clf__subsample': 0.9508497372221664, 'clf__colsample_bytree': 0.641290143834819, 'clf__min_child_weight': 7, 'clf__gamma': 4.275416270409465, 'clf__reg_alpha': 1.571676931647489, 'clf__reg_lambda': 0.7972675143056035}"
52,XGB,12,12,0.2933,0.3117,0.2667,0.375,0.2928,0.1962,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 131, 'clf__max_depth': 3, 'clf__learning_rate': 0.023553038070727693, 'clf__subsample': 0.6322873008792033, 'clf__colsample_bytree': 0.6160941469122901, 'clf__min_child_weight': 9, 'clf__gamma': 3.8486216484722267, 'clf__reg_alpha': 0.9571756821715962, 'clf__reg_lambda': 1.398102235893411}"
53,XGB,13,13,0.7826,0.7059,0.8571,0.6,0.7667,0.7577,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 205, 'clf__max_depth': 8, 'clf__learning_rate': 0.011387162323564869, 'clf__subsample': 0.69369541182343, 'clf__colsample_bytree': 0.7196310417086973, 'clf__min_child_weight': 9, 'clf__gamma': 1.7627294431366334, 'clf__reg_alpha': 1.1593804341945897, 'clf__reg_lambda': 0.4904401020353355}"
54,XGB,14,14,0.4915,0.2857,0.75,0.1765,0.4455,0.6953,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 65, 'clf__max_depth': 10, 'clf__learning_rate': 0.03924457012706407, 'clf__subsample': 0.6733221423256304, 'clf__colsample_bytree': 0.6047124226843672, 'clf__min_child_weight': 8, 'clf__gamma': 4.282703409773191, 'clf__reg_alpha': 1.1279493980428659, 'clf__reg_lambda': 0.18034810589485528}"
55,XGB,15,15,0.6154,0.75,1.0,0.6,0.4583,0.84,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 4, 'clf__learning_rate': 0.01710031709987532, 'clf__subsample': 0.7783378810947351, 'clf__colsample_bytree': 0.7419889861004432, 'clf__min_child_weight': 8, 'clf__gamma': 4.484519534835343, 'clf__reg_alpha': 0.23286085619722857, 'clf__reg_lambda': 1.193474246953691}"
56,XGB,16,16,0.6857,0.7556,0.9444,0.6296,0.6578,0.875,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}"
57,XGB,17,17,0.6389,0.6977,0.6522,0.75,0.6247,0.4344,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 240, 'clf__max_depth': 3, 'clf__learning_rate': 0.010089041824997732, 'clf__subsample': 0.6249868271185557, 'clf__colsample_bytree': 0.8744962862360013, 'clf__min_child_weight': 6, 'clf__gamma': 0.3068650133044704, 'clf__reg_alpha': 1.1076652943773946, 'clf__reg_lambda': 0.7543899188599394}"
58,XGB,18,18,0.8523,0.7451,0.5938,1.0,0.8205,0.9336,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 123, 'clf__max_depth': 6, 'clf__learning_rate': 0.047409536314986, 'clf__subsample': 0.9614700074926102, 'clf__colsample_bytree': 0.6916270893933553, 'clf__min_child_weight': 9, 'clf__gamma': 3.819482818452435, 'clf__reg_alpha': 1.5220718926554668, 'clf__reg_lambda': 0.4131840722932811}"
59,XGB,19,19,0.6452,0.56,0.4118,0.875,0.6314,0.788,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 200, 'clf__max_depth': 3, 'clf__learning_rate': 0.01294411870026146, 'clf__subsample': 0.638325472035627, 'clf__colsample_bytree': 0.6953261880537254, 'clf__min_child_weight': 1, 'clf__gamma': 4.90046400067052, 'clf__reg_alpha': 1.1404992136340832, 'clf__reg_lambda': 1.117364634857701}"
60,XGB,20,20,0.6333,0.56,0.7,0.4667,0.6229,0.5867,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 320, 'clf__max_depth': 4, 'clf__learning_rate': 0.011182953422172749, 'clf__subsample': 0.8261349635237385, 'clf__colsample_bytree': 0.8894331633611005, 'clf__min_child_weight': 3, 'clf__gamma': 4.28263244262523, 'clf__reg_alpha': 1.571736857375644, 'clf__reg_lambda': 1.7649901436503845}"
61,XGB,21,21,0.697,0.7222,0.5652,1.0,0.6944,0.95,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 151, 'clf__max_depth': 4, 'clf__learning_rate': 0.015190941771321142, 'clf__subsample': 0.7346946118444238, 'clf__colsample_bytree': 0.6609216259113316, 'clf__min_child_weight': 2, 'clf__gamma': 3.8008840820886114, 'clf__reg_alpha': 0.5543040203019549, 'clf__reg_lambda': 0.5161246526564595}"
62,XGB,22,22,0.7143,0.5769,0.4054,1.0,0.6806,0.8194,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 310, 'clf__max_depth': 3, 'clf__learning_rate': 0.01133371163731763, 'clf__subsample': 0.6807874119795032, 'clf__colsample_bytree': 0.7615993994154752, 'clf__min_child_weight': 10, 'clf__gamma': 4.368911518185389, 'clf__reg_alpha': 1.9904822673353246, 'clf__reg_lambda': 1.2229724820637649}"
63,XGB,23,23,0.6889,0.7667,0.8846,0.6765,0.65,0.8075,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 151, 'clf__max_depth': 11, 'clf__learning_rate': 0.013075036030340515, 'clf__subsample': 0.6316683636639042, 'clf__colsample_bytree': 0.771724915816412, 'clf__min_child_weight': 9, 'clf__gamma': 2.9608362698719786, 'clf__reg_alpha': 1.6259380860521453, 'clf__reg_lambda': 1.1454866242302482}"
64,XGB,24,24,0.7455,0.5882,0.6667,0.5263,0.702,0.8816,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 4, 'clf__learning_rate': 0.03806938759770896, 'clf__subsample': 0.7110799935234159, 'clf__colsample_bytree': 0.6303218485408414, 'clf__min_child_weight': 7, 'clf__gamma': 0.29830513544728277, 'clf__reg_alpha': 1.025650878693703, 'clf__reg_lambda': 0.9645769453494477}"
65,XGB,25,25,0.7013,0.5306,1.0,0.3611,0.6558,0.9268,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 375, 'clf__max_depth': 8, 'clf__learning_rate': 0.01019555518767855, 'clf__subsample': 0.7981323531980169, 'clf__colsample_bytree': 0.7420700652318043, 'clf__min_child_weight': 2, 'clf__gamma': 3.725604597597513, 'clf__reg_alpha': 1.7594197985452984, 'clf__reg_lambda': 1.6839363056108618}"
66,XGB,26,26,0.8548,0.64,0.6154,0.6667,0.7745,0.9,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 127, 'clf__max_depth': 12, 'clf__learning_rate': 0.012696500474651625, 'clf__subsample': 0.6349865117567721, 'clf__colsample_bytree': 0.8261334069707189, 'clf__min_child_weight': 3, 'clf__gamma': 4.593719856754241, 'clf__reg_alpha': 0.8533824581145211, 'clf__reg_lambda': 1.967792369943504}"
67,XGB,27,27,0.7692,0.6512,0.4828,1.0,0.7394,0.93,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 5, 'clf__learning_rate': 0.02201086129300501, 'clf__subsample': 0.6721181130299433, 'clf__colsample_bytree': 0.799980243926036, 'clf__min_child_weight': 6, 'clf__gamma': 2.870949572677454, 'clf__reg_alpha': 1.6161320688943284, 'clf__reg_lambda': 0.42085885627734876}"
68,XGB,28,28,0.9512,0.963,0.9286,1.0,0.9458,0.9282,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 290, 'clf__max_depth': 3, 'clf__learning_rate': 0.010399932902820224, 'clf__subsample': 0.8080667357959228, 'clf__colsample_bytree': 0.7747566464076209, 'clf__min_child_weight': 1, 'clf__gamma': 1.7104411549521643, 'clf__reg_alpha': 0.5489667409259087, 'clf__reg_lambda': 0.29114015351739214}"
69,XGB,29,29,0.6562,0.7027,0.8125,0.619,0.6476,0.7013,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 225, 'clf__max_depth': 3, 'clf__learning_rate': 0.010689727716236875, 'clf__subsample': 0.7156601369655737, 'clf__colsample_bytree': 0.985144204623859, 'clf__min_child_weight': 9, 'clf__gamma': 4.588715261299909, 'clf__reg_alpha': 1.2178566560928086, 'clf__reg_lambda': 1.9679626070228777}"
